order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,ETL_updated_ts,ETL_DATASOURCE_NAME,order_key
8195544338,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,SLIGHTLY DELAYED,845.71,WALLET,102,3809,2025-10-06 22:10:06.028332,1,1413886354
2889700050,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,ON TIME,2706.54,WALLET,45032,78,2025-10-06 22:10:06.028332,1,47297582
65827885,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,ON TIME,1132.98,CASH,1108,3817,2025-10-06 22:10:06.028332,1,133605253
4656471694,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,SLIGHTLY DELAYED,1525.5,CASH,62782,5739,2025-10-06 22:10:06.028332,1,1377309712
6625178717,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,SLIGHTLY DELAYED,5718.09,CARD,74906,2130,2025-10-06 22:10:06.028332,1,895145856
7169557514,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,SLIGHTLY DELAYED,2970.9,CARD,79516,9535,2025-10-06 22:10:06.028332,1,1124816605
2268306684,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,ON TIME,2991.57,WALLET,65733,6847,2025-10-06 22:10:06.028332,1,1740855558
6905293278,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,SIGNIFICANTLY DELAYED,1404.68,CASH,53868,4187,2025-10-06 22:10:06.028332,1,1035001578
1769493463,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,ON TIME,2541.32,WALLET,22954,7071,2025-10-06 22:10:06.028332,1,161819333
5003387344,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,ON TIME,2475.69,WALLET,21004,7477,2025-10-06 22:10:06.028332,1,2085732585
2064484752,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,ON TIME,1949.92,WALLET,43022,1116,2025-10-06 22:10:06.028332,1,1452115423
964822979,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,ON TIME,5804.23,WALLET,42914,7603,2025-10-06 22:10:06.028332,1,744880460
6037899648,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,ON TIME,1231.03,CASH,59131,914,2025-10-06 22:10:06.028332,1,1113870694
9347571484,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,SLIGHTLY DELAYED,3138.06,CARD,88612,9615,2025-10-06 22:10:06.028332,1,2076670570
3286177534,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,ON TIME,3612.26,WALLET,90038,6046,2025-10-06 22:10:06.028332,1,1701215271
9073572548,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,SIGNIFICANTLY DELAYED,1091.89,CARD,28575,6542,2025-10-06 22:10:06.028332,1,2078950208
8395583761,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,ON TIME,410.62,UPI,84816,5448,2025-10-06 22:10:06.028332,1,870229560
6355378227,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,ON TIME,5019.02,UPI,23910,810,2025-10-06 22:10:06.028332,1,1041759314
277376321,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,ON TIME,3694.48,WALLET,78589,3357,2025-10-06 22:10:06.028332,1,908455306
8559748526,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,ON TIME,1152.09,WALLET,93002,2270,2025-10-06 22:10:06.028332,1,860741154
1458051433,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,ON TIME,1055.18,UPI,61040,7426,2025-10-06 22:10:06.028332,1,2099787656
5838302640,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,SLIGHTLY DELAYED,3377.44,UPI,30907,4242,2025-10-06 22:10:06.028332,1,549086748
1380971977,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,ON TIME,3117.74,CASH,52614,6655,2025-10-06 22:10:06.028332,1,409572673
1221099013,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,ON TIME,4335.11,WALLET,60689,8589,2025-10-06 22:10:06.028332,1,841440512
6771166303,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,SLIGHTLY DELAYED,816.38,WALLET,98179,2820,2025-10-06 22:10:06.028332,1,559777029
7111337755,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,ON TIME,1550.71,CASH,84833,4083,2025-10-06 22:10:06.028332,1,91536794
5562922993,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,ON TIME,2292.64,WALLET,73904,418,2025-10-06 22:10:06.028332,1,1619476613
5630957897,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,ON TIME,827.44,WALLET,14408,468,2025-10-06 22:10:06.028332,1,1361717430
1787380558,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,ON TIME,2066.77,CASH,95835,862,2025-10-06 22:10:06.028332,1,927999751
32613017,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,ON TIME,2354.28,CARD,77303,3364,2025-10-06 22:10:06.028332,1,1323513952
2039041670,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,SLIGHTLY DELAYED,96.33,WALLET,31963,1003,2025-10-06 22:10:06.028332,1,218426621
210693801,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,ON TIME,3561.22,UPI,14789,4184,2025-10-06 22:10:06.028332,1,971065527
8120002258,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,ON TIME,1213.05,CARD,61526,6830,2025-10-06 22:10:06.028332,1,2020672300
2177917034,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,SLIGHTLY DELAYED,3134.8,CARD,75636,4829,2025-10-06 22:10:06.028332,1,1686840699
4254814926,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,ON TIME,3818.33,WALLET,1761,7830,2025-10-06 22:10:06.028332,1,739867949
6074172790,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,ON TIME,2008.84,WALLET,3481,4057,2025-10-06 22:10:06.028332,1,1875075196
3381573131,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,ON TIME,114.52,CASH,50582,7456,2025-10-06 22:10:06.028332,1,523870007
3773745777,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,ON TIME,1488.19,CARD,97135,8100,2025-10-06 22:10:06.028332,1,1801332252
9251939156,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,SLIGHTLY DELAYED,891.6,CASH,57095,7206,2025-10-06 22:10:06.028332,1,197060774
3872982303,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,ON TIME,1779.45,WALLET,60234,7886,2025-10-06 22:10:06.028332,1,207173993
2625987757,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,ON TIME,169.88,UPI,51273,4569,2025-10-06 22:10:06.028332,1,230866633
3162249401,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,ON TIME,4406.98,CASH,47552,2221,2025-10-06 22:10:06.028332,1,1262483432
3108986741,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,ON TIME,2401.92,WALLET,60867,6530,2025-10-06 22:10:06.028332,1,1504480069
1851474741,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,SLIGHTLY DELAYED,3742.79,CARD,12879,8735,2025-10-06 22:10:06.028332,1,1252225411
2425099132,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,ON TIME,2498.22,WALLET,44245,4794,2025-10-06 22:10:06.028332,1,795809231
6706793332,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,SLIGHTLY DELAYED,949.75,UPI,76503,8271,2025-10-06 22:10:06.028332,1,1612705369
2149289255,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,SIGNIFICANTLY DELAYED,2687.31,CASH,25251,7315,2025-10-06 22:10:06.028332,1,852195008
1971008155,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,ON TIME,1866.01,CASH,30330,5472,2025-10-06 22:10:06.028332,1,1313209891
2087093460,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,ON TIME,4198.33,CARD,27478,2176,2025-10-06 22:10:06.028332,1,1460554908
2116712588,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,ON TIME,44.35,WALLET,34078,6552,2025-10-06 22:10:06.028332,1,295836942
6054358790,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,ON TIME,3217.7,WALLET,52564,1880,2025-10-06 22:10:06.028332,1,292203727
532660797,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,SLIGHTLY DELAYED,2683.73,UPI,97547,2245,2025-10-06 22:10:06.028332,1,988485506
1491991005,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,ON TIME,3472.55,WALLET,85285,3036,2025-10-06 22:10:06.028332,1,1948018754
4136019599,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,ON TIME,1131.05,WALLET,34667,6564,2025-10-06 22:10:06.028332,1,586388688
2122832513,55028958,2024-02-17 19:48:14,2024-02-17 19:58:14,2024-02-17 20:18:14,SIGNIFICANTLY DELAYED,2037.94,UPI,39396,5245,2025-10-06 22:10:06.028332,1,433522117
3717703595,88965399,2023-04-24 21:33:02,2023-04-24 21:52:02,2023-04-24 21:51:02,ON TIME,1756.7,CARD,8041,7309,2025-10-06 22:10:06.028332,1,1596610256
3194733693,21866852,2023-07-05 10:13:13,2023-07-05 10:30:13,2023-07-05 10:37:13,SLIGHTLY DELAYED,2552.88,UPI,16623,9112,2025-10-06 22:10:06.028332,1,1335210443
4471162437,27971619,2024-02-06 12:38:50,2024-02-06 12:52:50,2024-02-06 12:52:50,ON TIME,3355.65,CARD,54708,9226,2025-10-06 22:10:06.028332,1,242425722
1609331948,8791577,2024-01-04 14:06:21,2024-01-04 14:19:21,2024-01-04 14:19:21,ON TIME,3648.36,UPI,58721,2696,2025-10-06 22:10:06.028332,1,1748062929
6920030794,70372270,2024-06-24 02:37:36,2024-06-24 02:51:36,2024-06-24 02:49:36,ON TIME,2936.64,UPI,38745,1394,2025-10-06 22:10:06.028332,1,1946631566
5127172657,32293017,2024-06-11 18:11:31,2024-06-11 18:30:31,2024-06-11 18:50:31,SIGNIFICANTLY DELAYED,2185.5,CASH,80034,288,2025-10-06 22:10:06.028332,1,1063890084
8607115856,15931134,2023-10-09 04:42:34,2023-10-09 04:52:34,2023-10-09 04:49:34,ON TIME,739.34,UPI,85718,3015,2025-10-06 22:10:06.028332,1,1200623283
7154957395,60700850,2023-04-09 10:10:33,2023-04-09 10:21:33,2023-04-09 10:21:33,ON TIME,2696.84,WALLET,63099,1915,2025-10-06 22:10:06.028332,1,1989084487
2070762702,34761418,2023-10-04 10:20:55,2023-10-04 10:37:55,2023-10-04 10:52:55,SLIGHTLY DELAYED,2457.2,CASH,64950,5593,2025-10-06 22:10:06.028332,1,1774269249
3697242439,99361865,2024-10-15 12:30:13,2024-10-15 12:47:13,2024-10-15 12:46:13,ON TIME,2179.49,CASH,67408,4528,2025-10-06 22:10:06.028332,1,1204260872
3063427913,75984768,2023-09-21 02:17:46,2023-09-21 02:34:46,2023-09-21 02:37:46,ON TIME,4419.03,CARD,24100,1492,2025-10-06 22:10:06.028332,1,1146757801
2060061337,29272253,2023-04-15 22:56:08,2023-04-15 23:10:08,2023-04-15 23:22:08,SLIGHTLY DELAYED,3041.62,WALLET,50748,4851,2025-10-06 22:10:06.028332,1,1786789496
4625892678,80371626,2023-06-18 19:23:45,2023-06-18 19:35:45,2023-06-18 19:39:45,ON TIME,3166.49,WALLET,40337,2018,2025-10-06 22:10:06.028332,1,1940438524
6045698170,666589,2024-01-24 17:03:49,2024-01-24 17:14:49,2024-01-24 17:19:49,ON TIME,222.15,UPI,16848,3220,2025-10-06 22:10:06.028332,1,1003505958
7876289647,98858383,2024-08-07 07:55:29,2024-08-07 08:06:29,2024-08-07 08:18:29,SLIGHTLY DELAYED,3218.62,UPI,28786,9606,2025-10-06 22:10:06.028332,1,1372173929
3434084714,46836361,2024-02-02 02:54:20,2024-02-02 03:06:20,2024-02-02 03:04:20,ON TIME,1179.41,CASH,58201,5513,2025-10-06 22:10:06.028332,1,1862595636
9031695663,94730288,2024-01-17 01:23:06,2024-01-17 01:35:06,2024-01-17 01:41:06,SLIGHTLY DELAYED,2316.01,CARD,43200,5551,2025-10-06 22:10:06.028332,1,2043690624
1955989715,77862447,2023-12-27 06:52:23,2023-12-27 07:06:23,2023-12-27 07:08:23,ON TIME,1931.35,WALLET,8135,6276,2025-10-06 22:10:06.028332,1,2079695260
3459500455,16379942,2023-12-18 00:37:55,2023-12-18 00:52:55,2023-12-18 00:54:55,ON TIME,2581.78,UPI,20504,6348,2025-10-06 22:10:06.028332,1,564455934
5953376503,79169760,2024-05-25 03:53:54,2024-05-25 04:08:54,2024-05-25 04:24:54,SIGNIFICANTLY DELAYED,650.2,WALLET,34929,3686,2025-10-06 22:10:06.028332,1,1116300478
121874867,94529626,2023-03-28 00:53:55,2023-03-28 01:10:55,2023-03-28 01:05:55,ON TIME,2596.92,UPI,69733,7775,2025-10-06 22:10:06.028332,1,1308198896
2460545397,42872865,2024-10-27 11:26:03,2024-10-27 11:38:03,2024-10-27 11:49:03,SLIGHTLY DELAYED,474.34,WALLET,50527,7031,2025-10-06 22:10:06.028332,1,870996618
9690050839,55803572,2024-01-13 02:34:24,2024-01-13 02:44:24,2024-01-13 02:49:24,ON TIME,2551.93,WALLET,76868,3949,2025-10-06 22:10:06.028332,1,445197735
2574349065,51547198,2024-04-17 14:33:32,2024-04-17 14:43:32,2024-04-17 14:44:32,ON TIME,4476.55,WALLET,406,7690,2025-10-06 22:10:06.028332,1,249667182
2461936988,14428954,2023-07-20 23:11:57,2023-07-20 23:29:57,2023-07-20 23:48:57,SIGNIFICANTLY DELAYED,4196.95,CASH,77590,9647,2025-10-06 22:10:06.028332,1,1600084550
6447596416,76987910,2023-10-08 18:18:29,2023-10-08 18:30:29,2023-10-08 18:26:29,ON TIME,4965.12,CARD,45656,494,2025-10-06 22:10:06.028332,1,1901334220
7228452275,42262168,2023-05-13 01:06:33,2023-05-13 01:25:33,2023-05-13 01:25:33,ON TIME,326.42,CARD,96211,9542,2025-10-06 22:10:06.028332,1,249721507
6696750742,5277675,2023-04-02 17:43:16,2023-04-02 17:54:16,2023-04-02 17:54:16,ON TIME,2509.56,WALLET,89976,8222,2025-10-06 22:10:06.028332,1,2126409574
822235931,44410149,2023-08-09 07:17:16,2023-08-09 07:27:16,2023-08-09 07:42:16,SLIGHTLY DELAYED,4866.15,WALLET,1773,639,2025-10-06 22:10:06.028332,1,1400894384
7678251499,17805991,2023-04-23 13:27:40,2023-04-23 13:37:40,2023-04-23 13:42:40,ON TIME,3141.37,CASH,60822,3427,2025-10-06 22:10:06.028332,1,891124242
2497341976,9097480,2023-09-21 09:06:49,2023-09-21 09:19:49,2023-09-21 09:20:49,ON TIME,3414.57,WALLET,42711,788,2025-10-06 22:10:06.028332,1,1515627181
9107314128,79591237,2024-05-20 16:19:17,2024-05-20 16:37:17,2024-05-20 16:36:17,ON TIME,545.49,WALLET,21125,6660,2025-10-06 22:10:06.028332,1,1278108513
9855726256,8651281,2023-05-17 07:50:53,2023-05-17 08:05:53,2023-05-17 08:03:53,ON TIME,479.57,CARD,59743,1416,2025-10-06 22:10:06.028332,1,1354024919
9398719862,14991661,2024-07-19 09:22:31,2024-07-19 09:40:31,2024-07-19 09:44:31,ON TIME,4255.0,CARD,4852,9455,2025-10-06 22:10:06.028332,1,140266816
379494532,9650263,2024-07-07 13:29:33,2024-07-07 13:42:33,2024-07-07 13:44:33,ON TIME,3609.27,UPI,99227,2058,2025-10-06 22:10:06.028332,1,1579545437
1048784963,58942207,2023-09-07 13:18:38,2023-09-07 13:35:38,2023-09-07 13:30:38,ON TIME,1159.84,CARD,35552,2538,2025-10-06 22:10:06.028332,1,51741180
4386246924,69632084,2024-08-27 10:06:15,2024-08-27 10:26:15,2024-08-27 10:52:15,SIGNIFICANTLY DELAYED,2026.78,CARD,56384,9593,2025-10-06 22:10:06.028332,1,2094212774
2050362692,79991320,2024-10-30 11:23:04,2024-10-30 11:36:04,2024-10-30 11:39:04,ON TIME,2363.42,CASH,16076,2265,2025-10-06 22:10:06.028332,1,709495610
4142963293,34567918,2024-11-03 03:45:46,2024-11-03 04:04:46,2024-11-03 04:07:46,ON TIME,3686.26,CASH,74308,9263,2025-10-06 22:10:06.028332,1,2135614661
9753528654,61522288,2024-07-26 07:24:16,2024-07-26 07:35:16,2024-07-26 07:33:16,ON TIME,109.03,CASH,63454,8771,2025-10-06 22:10:06.028332,1,69710874
8126970833,14161586,2024-09-14 20:27:40,2024-09-14 20:41:40,2024-09-14 21:07:40,SIGNIFICANTLY DELAYED,4398.35,WALLET,83636,8350,2025-10-06 22:10:06.028332,1,2112363392
9747814712,16359370,2023-12-16 15:38:05,2023-12-16 15:52:05,2023-12-16 15:55:05,ON TIME,2333.7,WALLET,33342,8165,2025-10-06 22:10:06.028332,1,722971734
6281619403,77921718,2023-04-09 18:56:42,2023-04-09 19:15:42,2023-04-09 19:10:42,ON TIME,3374.44,UPI,12086,5214,2025-10-06 22:10:06.028332,1,2006827847
436184281,78614729,2023-11-20 12:36:18,2023-11-20 12:55:18,2023-11-20 13:22:18,SIGNIFICANTLY DELAYED,3147.92,CARD,59936,2749,2025-10-06 22:10:06.028332,1,1649645423
9799231260,22077605,2024-03-07 08:59:56,2024-03-07 09:17:56,2024-03-07 09:21:56,ON TIME,872.83,WALLET,58378,7812,2025-10-06 22:10:06.028332,1,110944958
4071811527,66023110,2023-07-26 15:38:48,2023-07-26 15:51:48,2023-07-26 16:00:48,SLIGHTLY DELAYED,1872.01,CARD,27993,100,2025-10-06 22:10:06.028332,1,219763407
5645359563,87160527,2024-08-08 23:28:23,2024-08-08 23:45:23,2024-08-08 23:40:23,ON TIME,2624.29,CARD,45180,8474,2025-10-06 22:10:06.028332,1,1227219654
9411813703,62600289,2023-09-25 22:56:09,2023-09-25 23:11:09,2023-09-25 23:16:09,ON TIME,4433.0,WALLET,32773,5238,2025-10-06 22:10:06.028332,1,856564093
4270217473,54580166,2024-02-01 08:48:55,2024-02-01 09:02:55,2024-02-01 09:02:55,ON TIME,505.5,CASH,4904,9867,2025-10-06 22:10:06.028332,1,1562127806
279851011,12967305,2023-04-11 09:45:14,2023-04-11 09:58:14,2023-04-11 09:57:14,ON TIME,3495.33,CARD,73623,6199,2025-10-06 22:10:06.028332,1,696635599
6260524887,57081917,2024-06-01 06:43:44,2024-06-01 07:00:44,2024-06-01 06:56:44,ON TIME,2457.11,CARD,22883,3322,2025-10-06 22:10:06.028332,1,325456272
5853998391,94453274,2023-09-08 02:48:14,2023-09-08 02:58:14,2023-09-08 02:55:14,ON TIME,949.22,WALLET,23606,364,2025-10-06 22:10:06.028332,1,2052549729
9931976872,8955057,2024-06-24 05:17:20,2024-06-24 05:32:20,2024-06-24 05:28:20,ON TIME,2487.83,WALLET,97297,9676,2025-10-06 22:10:06.028332,1,1772559547
8432209832,90346920,2024-03-20 03:24:23,2024-03-20 03:42:23,2024-03-20 03:54:23,SLIGHTLY DELAYED,3835.31,WALLET,18907,9981,2025-10-06 22:10:06.028332,1,290911982
6023721507,8791577,2024-04-07 00:19:29,2024-04-07 00:36:29,2024-04-07 00:35:29,ON TIME,1849.03,UPI,72197,158,2025-10-06 22:10:06.028332,1,2097019822
3042338919,76212152,2023-05-17 14:52:39,2023-05-17 15:05:39,2023-05-17 15:02:39,ON TIME,2765.06,WALLET,70995,6827,2025-10-06 22:10:06.028332,1,811147221
233646065,16379942,2023-09-19 22:28:29,2023-09-19 22:43:29,2023-09-19 22:48:29,ON TIME,578.85,WALLET,56968,2400,2025-10-06 22:10:06.028332,1,1312806698
9870610018,94033330,2024-02-08 05:23:21,2024-02-08 05:36:21,2024-02-08 05:35:21,ON TIME,478.79,CARD,44706,2918,2025-10-06 22:10:06.028332,1,1609188317
1398230967,46876240,2024-04-22 09:58:26,2024-04-22 10:13:26,2024-04-22 10:09:26,ON TIME,1186.66,CARD,92744,7040,2025-10-06 22:10:06.028332,1,172157568
8615488922,92209869,2023-11-04 00:06:14,2023-11-04 00:21:14,2023-11-04 00:42:14,SIGNIFICANTLY DELAYED,3803.34,CARD,1328,9406,2025-10-06 22:10:06.028332,1,308798738
2748841057,33544355,2023-12-30 05:03:21,2023-12-30 05:19:21,2023-12-30 05:43:21,SIGNIFICANTLY DELAYED,1587.18,CARD,11008,1719,2025-10-06 22:10:06.028332,1,2139939713
1375867721,4862761,2024-07-15 16:57:54,2024-07-15 17:08:54,2024-07-15 17:05:54,ON TIME,2244.24,CASH,21511,548,2025-10-06 22:10:06.028332,1,1058549898
8595141097,96511007,2024-03-31 10:24:16,2024-03-31 10:36:16,2024-03-31 10:39:16,ON TIME,3385.77,UPI,19332,9568,2025-10-06 22:10:06.028332,1,645647668
4673382071,21784094,2024-01-16 13:25:12,2024-01-16 13:40:12,2024-01-16 13:49:12,SLIGHTLY DELAYED,1479.69,UPI,97477,9551,2025-10-06 22:10:06.028332,1,1433274592
2948696008,51872499,2024-04-10 10:05:48,2024-04-10 10:22:48,2024-04-10 10:19:48,ON TIME,3103.41,CASH,89164,843,2025-10-06 22:10:06.028332,1,2141716409
6839692624,64497538,2023-11-19 01:53:50,2023-11-19 02:10:50,2023-11-19 02:35:50,SIGNIFICANTLY DELAYED,4464.84,CASH,44627,1835,2025-10-06 22:10:06.028332,1,722423094
5770951298,75510747,2023-10-02 18:09:57,2023-10-02 18:23:57,2023-10-02 18:21:57,ON TIME,957.11,UPI,4946,8044,2025-10-06 22:10:06.028332,1,371793009
5084771819,6344345,2024-08-29 21:54:24,2024-08-29 22:05:24,2024-08-29 22:18:24,SLIGHTLY DELAYED,1207.68,CASH,66403,5500,2025-10-06 22:10:06.028332,1,61309377
422403644,56548063,2023-05-27 23:26:14,2023-05-27 23:46:14,2023-05-27 23:54:14,SLIGHTLY DELAYED,2331.5,UPI,23782,4684,2025-10-06 22:10:06.028332,1,1994186411
7176758896,18394558,2023-07-13 12:50:53,2023-07-13 13:00:53,2023-07-13 13:01:53,ON TIME,2640.24,CASH,75492,2866,2025-10-06 22:10:06.028332,1,11340520
8252905093,42589311,2024-04-21 23:13:31,2024-04-21 23:29:31,2024-04-21 23:30:31,ON TIME,2315.77,CARD,40596,7934,2025-10-06 22:10:06.028332,1,911249621
1488561572,75928073,2024-08-27 08:18:40,2024-08-27 08:32:40,2024-08-27 08:31:40,ON TIME,4053.52,CASH,31495,3970,2025-10-06 22:10:06.028332,1,743931175
6212984517,72702075,2024-03-16 21:47:29,2024-03-16 22:05:29,2024-03-16 22:03:29,ON TIME,1388.01,UPI,15665,6591,2025-10-06 22:10:06.028332,1,1834963325
6309784337,26250082,2024-05-06 17:37:10,2024-05-06 17:53:10,2024-05-06 17:53:10,ON TIME,1905.92,CARD,23009,396,2025-10-06 22:10:06.028332,1,1752044480
4613890018,53538932,2023-10-24 12:43:17,2023-10-24 13:00:17,2023-10-24 13:00:17,ON TIME,1545.79,WALLET,82638,8307,2025-10-06 22:10:06.028332,1,1289201264
3429728472,64017365,2023-03-31 08:31:30,2023-03-31 08:48:30,2023-03-31 08:57:30,SLIGHTLY DELAYED,4138.27,CASH,77476,2104,2025-10-06 22:10:06.028332,1,156586161
