feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date,ETL_updated_ts,ETL_DATASOURCE_NAME,feedback_key,order_key,customer_key
121425,8195544338,26199489,4,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2023-04-26,2025-10-06 22:12:55.118006,1,713494816,1413886354,546733072
8267419,2889700050,84848018,4,Average experience could improve,DELIVERY,NEUTRAL,2024-04-30,2025-10-06 22:12:55.118006,1,275995228,47297582,2075988145
7168244,65827885,47577193,1,Product was damaged during delivery,DELIVERY,NEGATIVE,2023-07-27,2025-10-06 22:12:55.118006,1,899654204,133605253,287447891
2482108,4656471694,60728956,3,Not worth the price I paid,CUSTOMER SERVICE,NEGATIVE,2023-12-09,2025-10-06 22:12:55.118006,1,1655481929,1377309712,1193932586
3769939,6625178717,62068277,2,Items were missing from my order,PRODUCT QUALITY,NEGATIVE,2023-07-01,2025-10-06 22:12:55.118006,1,113684141,895145856,1405312914
9592296,7169557514,84824280,2,Customer service was not helpful,PRODUCT QUALITY,NEGATIVE,2023-03-21,2025-10-06 22:12:55.118006,1,1822209307,1124816605,850443596
1592958,2268306684,66742602,5,Overall good experience thank you,DELIVERY,POSITIVE,2024-05-28,2025-10-06 22:12:55.118006,1,1732716027,1740855558,1448930753
2088819,6905293278,97259564,3,It was okay nothing special,DELIVERY,NEUTRAL,2024-06-16,2025-10-06 22:12:55.118006,1,608799672,1035001578,2046714661
3567003,1769493463,3292927,2,I had a bad experience,APP EXPERIENCE,NEGATIVE,2024-06-26,2025-10-06 22:12:55.118006,1,491404645,161819333,1805303675
2903160,5003387344,26592009,4,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2024-06-23,2025-10-06 22:12:55.118006,1,1181206984,2085732585,1753894749
7511717,2064484752,89995124,3,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2024-05-07,2025-10-06 22:12:55.118006,1,1301729360,1452115423,1537195741
1055307,964822979,88520326,3,Delivery was late and I was unhappy,PRODUCT QUALITY,NEGATIVE,2024-07-13,2025-10-06 22:12:55.118006,1,932140237,744880460,1453079788
1477592,6037899648,22738465,3,Delivery was fine but the product could be better,PRODUCT QUALITY,NEUTRAL,2024-03-27,2025-10-06 22:12:55.118006,1,758490797,1113870694,1643718132
7898352,9347571484,29562072,3,I had a bad experience,PRODUCT QUALITY,NEGATIVE,2024-11-02,2025-10-06 22:12:55.118006,1,856475939,2076670570,764792851
8804364,3286177534,10225164,3,The product met my expectations,DELIVERY,NEUTRAL,2023-06-25,2025-10-06 22:12:55.118006,1,858632613,1701215271,1275184554
1208337,9073572548,97111069,4,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2023-05-02,2025-10-06 22:12:55.118006,1,1957279936,2078950208,947011426
4382390,8395583761,1989720,4,Great prices and fast delivery,APP EXPERIENCE,POSITIVE,2024-08-04,2025-10-06 22:12:55.118006,1,313893354,870229560,68266476
4858018,6355378227,67092149,4,Overall good experience thank you,CUSTOMER SERVICE,POSITIVE,2023-08-11,2025-10-06 22:12:55.118006,1,822287245,1041759314,1087322379
2400571,277376321,89784343,4,Great prices and fast delivery,APP EXPERIENCE,POSITIVE,2024-07-28,2025-10-06 22:12:55.118006,1,39113244,908455306,2055773997
3093140,8559748526,45868300,4,Average experience could improve,APP EXPERIENCE,NEUTRAL,2023-04-05,2025-10-06 22:12:55.118006,1,1936458482,860741154,483240903
9407783,1458051433,50760752,4,The product met my expectations,APP EXPERIENCE,NEUTRAL,2024-04-26,2025-10-06 22:12:55.118006,1,1308388229,2099787656,2134093619
1180902,5838302640,96795047,4,It was okay nothing special,APP EXPERIENCE,NEUTRAL,2023-05-12,2025-10-06 22:12:55.118006,1,1728815001,549086748,1635847297
6888502,1380971977,16561710,3,Delivery was fine but the product could be better,PRODUCT QUALITY,NEUTRAL,2024-06-02,2025-10-06 22:12:55.118006,1,1308280558,409572673,489420035
8679241,1221099013,35156679,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2023-07-23,2025-10-06 22:12:55.118006,1,799031439,841440512,1886671372
7512781,6771166303,87718744,3,The order was incorrect,PRODUCT QUALITY,NEGATIVE,2023-07-24,2025-10-06 22:12:55.118006,1,2132783934,559777029,268201844
5356601,7111337755,10524732,4,Average experience could improve,CUSTOMER SERVICE,NEUTRAL,2023-05-06,2025-10-06 22:12:55.118006,1,1784486428,91536794,825556110
9043273,5562922993,62416456,4,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2023-12-06,2025-10-06 22:12:55.118006,1,812756286,1619476613,1730336210
3470106,5630957897,69925688,4,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2024-06-18,2025-10-06 22:12:55.118006,1,1286804218,1361717430,180743866
5957700,1787380558,5140660,4,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2023-11-08,2025-10-06 22:12:55.118006,1,858941936,927999751,146286731
8956798,32613017,82594354,5,Excellent quality will buy again,DELIVERY,POSITIVE,2023-03-17,2025-10-06 22:12:55.118006,1,823004229,1323513952,1937373490
4843776,2039041670,88324928,4,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2024-11-01,2025-10-06 22:12:55.118006,1,924311155,218426621,1731794895
8241448,210693801,71235336,3,Product was damaged during delivery,CUSTOMER SERVICE,NEGATIVE,2024-08-21,2025-10-06 22:12:55.118006,1,956195067,971065527,2041593227
1664531,8120002258,57833505,3,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2024-01-01,2025-10-06 22:12:55.118006,1,2141536588,2020672300,1658891578
4940244,2177917034,12402437,5,Will definitely order again,APP EXPERIENCE,POSITIVE,2024-02-08,2025-10-06 22:12:55.118006,1,432526885,1686840699,741968211
7165598,4254814926,59890331,3,The packaging was poor,APP EXPERIENCE,NEGATIVE,2024-04-21,2025-10-06 22:12:55.118006,1,950623381,739867949,68706560
4424806,6074172790,14944819,4,Good selection of products,CUSTOMER SERVICE,POSITIVE,2023-07-26,2025-10-06 22:12:55.118006,1,1321673505,1875075196,670790525
2074845,3381573131,67386193,1,Delivery was late and I was unhappy,DELIVERY,NEGATIVE,2024-07-16,2025-10-06 22:12:55.118006,1,847213383,523870007,260135214
417728,3773745777,67701771,4,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2024-05-02,2025-10-06 22:12:55.118006,1,473162748,1801332252,2111832216
5642561,9251939156,89910157,4,Overall good experience thank you,APP EXPERIENCE,POSITIVE,2023-12-30,2025-10-06 22:12:55.118006,1,1630751996,197060774,1159551996
261554,3872982303,15484407,4,It was okay nothing special,DELIVERY,NEUTRAL,2024-02-03,2025-10-06 22:12:55.118006,1,1748180881,207173993,750241990
1822011,2625987757,10769994,3,It was okay nothing special,DELIVERY,NEUTRAL,2023-08-01,2025-10-06 22:12:55.118006,1,1115427201,230866633,226735413
4763044,3162249401,85519349,4,Excellent quality will buy again,DELIVERY,POSITIVE,2024-05-03,2025-10-06 22:12:55.118006,1,738024734,1262483432,892630998
5621837,3108986741,49241309,3,Product was damaged during delivery,PRODUCT QUALITY,NEGATIVE,2023-10-17,2025-10-06 22:12:55.118006,1,1420061379,1504480069,899176293
4571579,1851474741,23348269,2,The order was incorrect,PRODUCT QUALITY,NEGATIVE,2023-11-01,2025-10-06 22:12:55.118006,1,1990847398,1252225411,633864189
3853657,2425099132,85016568,4,Delivery was fine but the product could be better,PRODUCT QUALITY,NEUTRAL,2023-08-15,2025-10-06 22:12:55.118006,1,1865583369,795809231,1732860946
7245923,6706793332,6247821,2,I had a bad experience,DELIVERY,NEGATIVE,2024-10-09,2025-10-06 22:12:55.118006,1,1705228642,1612705369,756231005
2338813,2149289255,57579640,3,Delivery was late and I was unhappy,PRODUCT QUALITY,NEGATIVE,2024-11-01,2025-10-06 22:12:55.118006,1,15382810,852195008,1398074674
2222062,1971008155,2457734,1,Items were missing from my order,APP EXPERIENCE,NEGATIVE,2023-10-23,2025-10-06 22:12:55.118006,1,1103496090,1313209891,1495374696
6813661,2087093460,59329145,4,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2024-07-11,2025-10-06 22:12:55.118006,1,612180600,1460554908,831858232
4065309,2116712588,24043135,3,It was okay nothing special,DELIVERY,NEUTRAL,2023-11-11,2025-10-06 22:12:55.118006,1,2086256186,295836942,1064616466
3025076,6054358790,59216664,3,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2024-01-26,2025-10-06 22:12:55.118006,1,530639943,292203727,1436255987
9329920,532660797,41008070,3,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2024-05-20,2025-10-06 22:12:55.118006,1,1911799597,988485506,603044789
1307363,1491991005,52215833,3,Very disappointed with the quality,PRODUCT QUALITY,NEGATIVE,2024-03-04,2025-10-06 22:12:55.118006,1,500898824,1948018754,909404463
1930153,4136019599,74179536,4,Excellent quality will buy again,APP EXPERIENCE,POSITIVE,2024-03-23,2025-10-06 22:12:55.118006,1,1255364470,586388688,33481073
5614682,2122832513,55028958,1,Customer service was not helpful,CUSTOMER SERVICE,NEGATIVE,2024-02-17,2025-10-06 22:12:55.118006,1,1676265396,433522117,1827284667
6784407,3717703595,88965399,4,Excellent quality will buy again,DELIVERY,POSITIVE,2023-04-24,2025-10-06 22:12:55.118006,1,359018021,1596610256,773593139
2013422,3194733693,21866852,4,The product met my expectations,PRODUCT QUALITY,NEUTRAL,2023-07-05,2025-10-06 22:12:55.118006,1,1985889983,1335210443,286517604
344048,4471162437,27971619,4,It was okay nothing special,APP EXPERIENCE,NEUTRAL,2024-02-06,2025-10-06 22:12:55.118006,1,1446770917,242425722,792325247
3089818,1609331948,8791577,3,It was okay nothing special,PRODUCT QUALITY,NEUTRAL,2024-01-04,2025-10-06 22:12:55.118006,1,839398562,1748062929,1620001912
5340615,6920030794,70372270,3,The packaging was poor,CUSTOMER SERVICE,NEGATIVE,2024-06-24,2025-10-06 22:12:55.118006,1,1597591455,1946631566,810975653
8229982,5127172657,32293017,4,Overall good experience thank you,PRODUCT QUALITY,POSITIVE,2024-06-11,2025-10-06 22:12:55.118006,1,1832934214,1063890084,2019186201
2195625,8607115856,15931134,4,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2023-10-09,2025-10-06 22:12:55.118006,1,1809398929,1200623283,245137597
4371570,7154957395,60700850,3,It was okay nothing special,APP EXPERIENCE,NEUTRAL,2023-04-09,2025-10-06 22:12:55.118006,1,1618976176,1989084487,1631206319
7289033,2070762702,34761418,4,Excellent quality will buy again,PRODUCT QUALITY,POSITIVE,2023-10-04,2025-10-06 22:12:55.118006,1,922514633,1774269249,713070716
2978291,3697242439,99361865,3,Delivery was fine but the product could be better,CUSTOMER SERVICE,NEUTRAL,2024-10-15,2025-10-06 22:12:55.118006,1,1605439656,1204260872,815181074
9074696,3063427913,75984768,4,Excellent quality will buy again,CUSTOMER SERVICE,POSITIVE,2023-09-21,2025-10-06 22:12:55.118006,1,765315617,1146757801,562858406
4994827,2060061337,29272253,1,Customer service was not helpful,APP EXPERIENCE,NEGATIVE,2023-04-15,2025-10-06 22:12:55.118006,1,118085453,1786789496,1694810695
1932712,4625892678,80371626,1,The packaging was poor,DELIVERY,NEGATIVE,2023-06-18,2025-10-06 22:12:55.118006,1,291505560,1940438524,505185463
5568145,6045698170,666589,5,Great prices and fast delivery,DELIVERY,POSITIVE,2024-01-24,2025-10-06 22:12:55.118006,1,1811631018,1003505958,1348377534
8266029,7876289647,98858383,4,The product met my expectations,DELIVERY,NEUTRAL,2024-08-07,2025-10-06 22:12:55.118006,1,1487962251,1372173929,1098483535
7621707,3434084714,46836361,4,Highly recommended,PRODUCT QUALITY,POSITIVE,2024-02-02,2025-10-06 22:12:55.118006,1,587109196,1862595636,1696311756
545267,9031695663,94730288,2,The packaging was poor,APP EXPERIENCE,NEGATIVE,2024-01-17,2025-10-06 22:12:55.118006,1,2145906484,2043690624,1024261628
2056599,1955989715,77862447,4,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2023-12-27,2025-10-06 22:12:55.118006,1,849894613,2079695260,224905469
2265740,3459500455,16379942,4,Great prices and fast delivery,CUSTOMER SERVICE,POSITIVE,2023-12-18,2025-10-06 22:12:55.118006,1,975086444,564455934,1172433711
2438008,5953376503,79169760,5,Customer service was very helpful,CUSTOMER SERVICE,POSITIVE,2024-05-25,2025-10-06 22:12:55.118006,1,2098410044,1116300478,1566527187
7517891,121874867,94529626,5,Overall good experience thank you,DELIVERY,POSITIVE,2023-03-28,2025-10-06 22:12:55.118006,1,2118926256,1308198896,1640635586
5506466,2460545397,42872865,3,The product met my expectations,PRODUCT QUALITY,NEUTRAL,2024-10-27,2025-10-06 22:12:55.118006,1,435360789,870996618,856520038
9785308,9690050839,55803572,4,The product met my expectations,APP EXPERIENCE,NEUTRAL,2024-01-13,2025-10-06 22:12:55.118006,1,1734495924,445197735,1916649855
3562195,2574349065,51547198,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2024-04-17,2025-10-06 22:12:55.118006,1,656297360,249667182,1782068608
1736546,2461936988,14428954,5,Overall good experience thank you,APP EXPERIENCE,POSITIVE,2023-07-20,2025-10-06 22:12:55.118006,1,1645986437,1600084550,1491199935
8067827,6447596416,76987910,4,Good selection of products,CUSTOMER SERVICE,POSITIVE,2023-10-08,2025-10-06 22:12:55.118006,1,863870629,1901334220,1837504097
5597699,7228452275,42262168,2,Product was damaged during delivery,APP EXPERIENCE,NEGATIVE,2023-05-13,2025-10-06 22:12:55.118006,1,1010084598,249721507,166370203
7041781,6696750742,5277675,5,Overall good experience thank you,APP EXPERIENCE,POSITIVE,2023-04-02,2025-10-06 22:12:55.118006,1,561699977,2126409574,1899745007
2333633,822235931,44410149,4,Delivery was fine but the product could be better,CUSTOMER SERVICE,NEUTRAL,2023-08-09,2025-10-06 22:12:55.118006,1,522805972,1400894384,1066618641
8661092,7678251499,17805991,2,Taste was not as expected,PRODUCT QUALITY,NEGATIVE,2023-04-23,2025-10-06 22:12:55.118006,1,656888099,891124242,1182840457
6765334,2497341976,9097480,1,Not worth the price I paid,APP EXPERIENCE,NEGATIVE,2023-09-21,2025-10-06 22:12:55.118006,1,366446067,1515627181,503468106
1452437,9107314128,79591237,2,I had a bad experience,APP EXPERIENCE,NEGATIVE,2024-05-20,2025-10-06 22:12:55.118006,1,774653787,1278108513,693269213
1280305,9855726256,8651281,4,Excellent quality will buy again,APP EXPERIENCE,POSITIVE,2023-05-17,2025-10-06 22:12:55.118006,1,805133696,1354024919,1911114986
2395160,9398719862,14991661,1,Customer service was not helpful,DELIVERY,NEGATIVE,2024-07-19,2025-10-06 22:12:55.118006,1,116866424,140266816,598358833
5664217,379494532,9650263,5,Very happy with the service,CUSTOMER SERVICE,POSITIVE,2024-07-07,2025-10-06 22:12:55.118006,1,1370026494,1579545437,737143365
9261384,1048784963,58942207,4,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2023-09-07,2025-10-06 22:12:55.118006,1,1613605184,51741180,475934143
2930893,4386246924,69632084,3,Very disappointed with the quality,DELIVERY,NEGATIVE,2024-08-27,2025-10-06 22:12:55.118006,1,1590300417,2094212774,2072062840
7046969,2050362692,79991320,3,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2024-10-30,2025-10-06 22:12:55.118006,1,43490656,709495610,256020207
29533,4142963293,34567918,4,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2024-11-03,2025-10-06 22:12:55.118006,1,78647911,2135614661,2118134182
5840376,9753528654,61522288,3,The product met my expectations,PRODUCT QUALITY,NEUTRAL,2024-07-26,2025-10-06 22:12:55.118006,1,1745661765,69710874,601586576
1755551,8126970833,14161586,4,Average experience could improve,DELIVERY,NEUTRAL,2024-09-14,2025-10-06 22:12:55.118006,1,450771507,2112363392,251375592
6078718,9747814712,16359370,5,Overall good experience thank you,PRODUCT QUALITY,POSITIVE,2023-12-16,2025-10-06 22:12:55.118006,1,979890005,722971734,745308377
6559425,6281619403,77921718,5,Overall good experience thank you,CUSTOMER SERVICE,POSITIVE,2023-04-09,2025-10-06 22:12:55.118006,1,1749505876,2006827847,1561502994
4075651,436184281,78614729,2,Taste was not as expected,APP EXPERIENCE,NEGATIVE,2023-11-20,2025-10-06 22:12:55.118006,1,1975913527,1649645423,884058277
4329893,9799231260,22077605,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2024-03-07,2025-10-06 22:12:55.118006,1,1301761004,110944958,869470310
6376860,4071811527,66023110,4,Will definitely order again,CUSTOMER SERVICE,POSITIVE,2023-07-26,2025-10-06 22:12:55.118006,1,1398963141,219763407,771365876
4848501,5645359563,87160527,2,Delivery was late and I was unhappy,APP EXPERIENCE,NEGATIVE,2024-08-08,2025-10-06 22:12:55.118006,1,1764053538,1227219654,490672528
3953251,9411813703,62600289,3,Items were missing from my order,DELIVERY,NEGATIVE,2023-09-25,2025-10-06 22:12:55.118006,1,1922364841,856564093,950279511
9293552,4270217473,54580166,4,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2024-02-01,2025-10-06 22:12:55.118006,1,1844014224,1562127806,896377452
9483364,279851011,12967305,3,Average experience could improve,DELIVERY,NEUTRAL,2023-04-11,2025-10-06 22:12:55.118006,1,1292447338,696635599,1782324709
5154122,6260524887,57081917,5,Great prices and fast delivery,DELIVERY,POSITIVE,2024-06-01,2025-10-06 22:12:55.118006,1,52501641,325456272,1343225930
1883777,5853998391,94453274,3,Very disappointed with the quality,DELIVERY,NEGATIVE,2023-09-08,2025-10-06 22:12:55.118006,1,1319774543,2052549729,890101286
4156770,9931976872,8955057,2,Delivery was late and I was unhappy,DELIVERY,NEGATIVE,2024-06-24,2025-10-06 22:12:55.118006,1,115722303,1772559547,1493653052
6999355,8432209832,90346920,4,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2024-03-20,2025-10-06 22:12:55.118006,1,1795604984,290911982,1873166881
8680329,6023721507,8791577,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2024-04-07,2025-10-06 22:12:55.118006,1,10844345,2097019822,1620001912
3483069,3042338919,76212152,3,It was okay nothing special,DELIVERY,NEUTRAL,2023-05-17,2025-10-06 22:12:55.118006,1,2020251681,811147221,1614984150
3662619,233646065,16379942,4,Average experience could improve,DELIVERY,NEUTRAL,2023-09-19,2025-10-06 22:12:55.118006,1,714045643,1312806698,1172433711
4364701,9870610018,94033330,2,Customer service was not helpful,PRODUCT QUALITY,NEGATIVE,2024-02-08,2025-10-06 22:12:55.118006,1,269864527,1609188317,830927880
4844693,1398230967,46876240,1,The packaging was poor,APP EXPERIENCE,NEGATIVE,2024-04-22,2025-10-06 22:12:55.118006,1,704058574,172157568,159396144
1300567,8615488922,92209869,4,Very fresh and wellpackaged,PRODUCT QUALITY,POSITIVE,2023-11-04,2025-10-06 22:12:55.118006,1,446426554,308798738,1397798496
5430155,2748841057,33544355,3,The product met my expectations,DELIVERY,NEUTRAL,2023-12-30,2025-10-06 22:12:55.118006,1,810829454,2139939713,2074169193
3233069,1375867721,4862761,1,Customer service was not helpful,DELIVERY,NEGATIVE,2024-07-15,2025-10-06 22:12:55.118006,1,1945238286,1058549898,381901608
3246894,8595141097,96511007,4,Will definitely order again,PRODUCT QUALITY,POSITIVE,2024-03-31,2025-10-06 22:12:55.118006,1,832057973,645647668,816033405
6084184,4673382071,21784094,3,Average experience could improve,DELIVERY,NEUTRAL,2024-01-16,2025-10-06 22:12:55.118006,1,1710521169,1433274592,1282617385
8458237,2948696008,51872499,2,Customer service was not helpful,CUSTOMER SERVICE,NEGATIVE,2024-04-10,2025-10-06 22:12:55.118006,1,1174845429,2141716409,1805184076
5909067,6839692624,64497538,1,I had a bad experience,DELIVERY,NEGATIVE,2023-11-19,2025-10-06 22:12:55.118006,1,51916321,722423094,1666800649
929702,5770951298,75510747,5,Items were in perfect condition,DELIVERY,POSITIVE,2023-10-02,2025-10-06 22:12:55.118006,1,1156484874,371793009,127290699
6892019,5084771819,6344345,4,The product met my expectations,APP EXPERIENCE,NEUTRAL,2024-08-29,2025-10-06 22:12:55.118006,1,519829336,61309377,165310267
6001815,422403644,56548063,2,The packaging was poor,APP EXPERIENCE,NEGATIVE,2023-05-27,2025-10-06 22:12:55.118006,1,1450576834,1994186411,898390426
3856968,7176758896,18394558,4,It was okay nothing special,DELIVERY,NEUTRAL,2023-07-13,2025-10-06 22:12:55.118006,1,364186721,11340520,1373172635
7342761,8252905093,42589311,5,Great prices and fast delivery,CUSTOMER SERVICE,POSITIVE,2024-04-21,2025-10-06 22:12:55.118006,1,224439480,911249621,1403061381
6301325,1488561572,75928073,4,Delivery was fine but the product could be better,APP EXPERIENCE,NEUTRAL,2024-08-27,2025-10-06 22:12:55.118006,1,1408960988,743931175,1049636008
175550,6212984517,72702075,4,Will definitely order again,CUSTOMER SERVICE,POSITIVE,2024-03-16,2025-10-06 22:12:55.118006,1,1125103008,1834963325,2072120261
3584525,6309784337,26250082,2,Delivery was late and I was unhappy,DELIVERY,NEGATIVE,2024-05-06,2025-10-06 22:12:55.118006,1,1104178677,1752044480,1675026130
4434255,4613890018,53538932,4,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2023-10-24,2025-10-06 22:12:55.118006,1,1806723747,1289201264,1226735379
2332501,3429728472,64017365,3,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2023-03-31,2025-10-06 22:12:55.118006,1,661359870,156586161,741839668
529507,267738904,63368244,5,Overall good experience thank you,PRODUCT QUALITY,POSITIVE,2023-10-24,2025-10-06 22:12:55.118006,1,456691070,980015465,312639284
3049810,3850416839,57081917,4,Average experience could improve,APP EXPERIENCE,NEUTRAL,2024-07-01,2025-10-06 22:12:55.118006,1,519083005,1503328219,1343225930
5808553,3412702479,86479284,4,Overall good experience thank you,APP EXPERIENCE,POSITIVE,2023-12-24,2025-10-06 22:12:55.118006,1,161668609,1087314312,1039810454
2917013,2016183232,44928499,4,Excellent quality will buy again,CUSTOMER SERVICE,POSITIVE,2023-07-19,2025-10-06 22:12:55.118006,1,1522907478,549814643,953026027
1159860,3810280204,84361534,4,Delivery was fine but the product could be better,APP EXPERIENCE,NEUTRAL,2023-10-26,2025-10-06 22:12:55.118006,1,1649263275,1822293425,1438646618
8809496,2416767295,767523,3,The packaging was poor,CUSTOMER SERVICE,NEGATIVE,2024-07-05,2025-10-06 22:12:55.118006,1,2033752016,261191273,489350467
2694712,2283439407,46623192,2,Delivery was late and I was unhappy,DELIVERY,NEGATIVE,2023-07-14,2025-10-06 22:12:55.118006,1,401558559,1060164646,2132016538
7498417,4328802292,9738801,4,Average experience could improve,DELIVERY,NEUTRAL,2023-06-14,2025-10-06 22:12:55.118006,1,409443593,589545385,1764200171
3262730,7072715691,74195536,4,Average experience could improve,DELIVERY,NEUTRAL,2023-12-25,2025-10-06 22:12:55.118006,1,871325202,547269960,332729284
6773414,5640741373,90298394,3,I had a bad experience,DELIVERY,NEGATIVE,2024-05-10,2025-10-06 22:12:55.118006,1,1842578427,1169825245,1650582892
7171637,6931094066,17159117,3,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2023-11-15,2025-10-06 22:12:55.118006,1,217459899,1284612757,1448079200
3283932,3417088709,62629494,4,Will definitely order again,PRODUCT QUALITY,POSITIVE,2024-05-30,2025-10-06 22:12:55.118006,1,873156759,1541441036,2077314889
8199864,4424404315,9274874,4,Overall good experience thank you,PRODUCT QUALITY,POSITIVE,2023-07-16,2025-10-06 22:12:55.118006,1,1102732924,1326669474,732720869
945453,2444087306,56250563,5,Items were in perfect condition,DELIVERY,POSITIVE,2023-07-28,2025-10-06 22:12:55.118006,1,209989726,2134092994,490719145
5730680,486085268,51040116,5,Items were in perfect condition,CUSTOMER SERVICE,POSITIVE,2023-12-11,2025-10-06 22:12:55.118006,1,264709951,2064719526,1611630880
113770,1731312620,49795571,3,Delivery was fine but the product could be better,CUSTOMER SERVICE,NEUTRAL,2023-05-08,2025-10-06 22:12:55.118006,1,1808837680,569101920,8578015
8086727,6475582506,82529927,5,Very happy with the service,DELIVERY,POSITIVE,2023-09-23,2025-10-06 22:12:55.118006,1,231501681,330177386,1388988804
3180619,1868581378,93198324,2,Items were missing from my order,PRODUCT QUALITY,NEGATIVE,2024-03-29,2025-10-06 22:12:55.118006,1,1045625735,136494262,1728296737
5525089,8884235937,20298398,5,Very fresh and wellpackaged,PRODUCT QUALITY,POSITIVE,2024-08-09,2025-10-06 22:12:55.118006,1,987651624,1326728477,1289957145
478239,4590662628,87200291,3,Not worth the price I paid,CUSTOMER SERVICE,NEGATIVE,2024-01-10,2025-10-06 22:12:55.118006,1,2016024096,387412833,1008995135
2088092,992302540,32203588,2,The packaging was poor,DELIVERY,NEGATIVE,2023-11-26,2025-10-06 22:12:55.118006,1,1061144363,872420048,345054312
