product_id,date,stock_received,damaged_stock,ETL_updated_ts,ETL_DATASOURCE_NAME,date_key,product_key,inventory_product_date_key
913428,,2,0,2025-10-06 22:12:56.334725,1,,1926809877,1317726235
726958,,3,0,2025-10-06 22:12:56.334725,1,,1997019986,1831703056
425341,,1,0,2025-10-06 22:12:56.334725,1,,1277415081,1637187037
677169,,2,0,2025-10-06 22:12:56.334725,1,,1618005433,1953702095
26060,,3,0,2025-10-06 22:12:56.334725,1,,1587775638,1163414890
237083,,2,0,2025-10-06 22:12:56.334725,1,,2076240830,282007690
669378,,3,0,2025-10-06 22:12:56.334725,1,,1544977574,1296214234
890623,,2,0,2025-10-06 22:12:56.334725,1,,110101683,1655054827
818990,,1,0,2025-10-06 22:12:56.334725,1,,251967856,1267377982
349294,,3,1,2025-10-06 22:12:56.334725,1,,1731020863,1673644322
552883,,2,0,2025-10-06 22:12:56.334725,1,,80327627,781460830
555121,,3,0,2025-10-06 22:12:56.334725,1,,1133999892,1597802319
89084,,2,0,2025-10-06 22:12:56.334725,1,,898437619,956727637
329351,,3,0,2025-10-06 22:12:56.334725,1,,423999419,415179726
324809,,2,0,2025-10-06 22:12:56.334725,1,,255369313,1580926372
337168,,2,0,2025-10-06 22:12:56.334725,1,,422169668,1358314284
659290,,3,0,2025-10-06 22:12:56.334725,1,,1196372733,208150408
883013,,3,0,2025-10-06 22:12:56.334725,1,,1917608457,973000464
455083,,2,0,2025-10-06 22:12:56.334725,1,,1489577187,1094338346
949818,,3,0,2025-10-06 22:12:56.334725,1,,401832236,288110682
361361,,3,0,2025-10-06 22:12:56.334725,1,,1916552937,1805279829
378230,,3,0,2025-10-06 22:12:56.334725,1,,1431784583,1747781937
762527,,1,0,2025-10-06 22:12:56.334725,1,,329436691,142573468
587420,,2,0,2025-10-06 22:12:56.334725,1,,556067197,1678599438
491521,,1,0,2025-10-06 22:12:56.334725,1,,1355063782,273103686
914071,,2,0,2025-10-06 22:12:56.334725,1,,243355904,1053950914
567671,,3,0,2025-10-06 22:12:56.334725,1,,871692779,894439335
378287,,2,0,2025-10-06 22:12:56.334725,1,,210776433,1683546319
118820,,3,0,2025-10-06 22:12:56.334725,1,,777645869,553880415
667163,,2,0,2025-10-06 22:12:56.334725,1,,1152496784,198263055
228286,,1,0,2025-10-06 22:12:56.334725,1,,2123717842,1347318283
365132,,3,0,2025-10-06 22:12:56.334725,1,,1297590811,1256789737
689769,,2,0,2025-10-06 22:12:56.334725,1,,920943969,1255620314
305754,,3,0,2025-10-06 22:12:56.334725,1,,619109509,1995976981
623234,,3,0,2025-10-06 22:12:56.334725,1,,2102605197,2072869656
272170,,3,0,2025-10-06 22:12:56.334725,1,,1985571996,569681126
487931,,2,0,2025-10-06 22:12:56.334725,1,,467520116,1148778865
901144,,2,0,2025-10-06 22:12:56.334725,1,,1352129620,1998881615
945635,,3,0,2025-10-06 22:12:56.334725,1,,1195017983,1998427048
490602,,3,0,2025-10-06 22:12:56.334725,1,,769559771,1229124615
131136,,2,0,2025-10-06 22:12:56.334725,1,,830909099,1624333092
993331,,1,0,2025-10-06 22:12:56.334725,1,,151381207,1367693716
807452,,2,0,2025-10-06 22:12:56.334725,1,,1477155421,277768998
36412,,2,0,2025-10-06 22:12:56.334725,1,,1112774141,7446425
94225,,2,0,2025-10-06 22:12:56.334725,1,,249826083,1124869583
435929,,2,0,2025-10-06 22:12:56.334725,1,,2132258950,1633678334
552496,,2,0,2025-10-06 22:12:56.334725,1,,835527500,2104509765
144124,,3,0,2025-10-06 22:12:56.334725,1,,379707586,1003744038
697683,,3,0,2025-10-06 22:12:56.334725,1,,1677500147,1706255594
894539,,3,0,2025-10-06 22:12:56.334725,1,,1121923977,997668451
365133,,2,0,2025-10-06 22:12:56.334725,1,,713921620,180511113
767398,,3,0,2025-10-06 22:12:56.334725,1,,531002713,2043852177
473647,,1,0,2025-10-06 22:12:56.334725,1,,1733243853,1211248957
647462,,3,0,2025-10-06 22:12:56.334725,1,,1717547705,2058365464
803607,,3,0,2025-10-06 22:12:56.334725,1,,1562408934,2039079303
859361,,3,0,2025-10-06 22:12:56.334725,1,,1280507817,1177192498
600767,,2,0,2025-10-06 22:12:56.334725,1,,358333658,567139297
784827,,3,0,2025-10-06 22:12:56.334725,1,,1199454597,755793465
6405,,3,0,2025-10-06 22:12:56.334725,1,,311948925,1743460167
820973,,3,0,2025-10-06 22:12:56.334725,1,,1667049476,168712855
367391,,3,0,2025-10-06 22:12:56.334725,1,,1832350899,1143714064
930284,,3,0,2025-10-06 22:12:56.334725,1,,1905951401,1440397078
82484,,3,0,2025-10-06 22:12:56.334725,1,,579513425,1498156636
707935,,3,0,2025-10-06 22:12:56.334725,1,,1656173295,927173369
52729,,3,0,2025-10-06 22:12:56.334725,1,,531297442,609727061
661577,,3,0,2025-10-06 22:12:56.334725,1,,1306047591,1579389401
256783,,3,0,2025-10-06 22:12:56.334725,1,,2061736232,59516884
537274,,1,0,2025-10-06 22:12:56.334725,1,,1610734118,1396669417
757274,,3,0,2025-10-06 22:12:56.334725,1,,1105999156,1872741602
613942,,1,0,2025-10-06 22:12:56.334725,1,,2097313557,236084444
723678,,1,0,2025-10-06 22:12:56.334725,1,,1302042089,368358644
677169,,3,0,2025-10-06 22:12:56.334725,1,,1618005433,1953702095
706112,,3,0,2025-10-06 22:12:56.334725,1,,614053116,59384485
557908,,2,0,2025-10-06 22:12:56.334725,1,,1416367254,16261841
837480,,2,0,2025-10-06 22:12:56.334725,1,,431925118,609161909
566052,,2,0,2025-10-06 22:12:56.334725,1,,56996108,152655589
137909,,2,0,2025-10-06 22:12:56.334725,1,,519661349,2065668479
264803,,3,0,2025-10-06 22:12:56.334725,1,,1636107250,1524184434
851978,,3,0,2025-10-06 22:12:56.334725,1,,940633450,1958912182
123983,,3,0,2025-10-06 22:12:56.334725,1,,2011113320,1801453411
679284,,3,0,2025-10-06 22:12:56.334725,1,,1768671768,694597062
240179,,3,0,2025-10-06 22:12:56.334725,1,,1566703172,163612958
673058,,3,0,2025-10-06 22:12:56.334725,1,,1499419575,1266865932
516376,,1,0,2025-10-06 22:12:56.334725,1,,1782984877,2125896017
478531,,3,0,2025-10-06 22:12:56.334725,1,,901900830,1841025573
812607,,2,0,2025-10-06 22:12:56.334725,1,,1380872453,786935365
871592,,2,0,2025-10-06 22:12:56.334725,1,,105454066,924185169
70969,,3,0,2025-10-06 22:12:56.334725,1,,1332299549,1885948631
397973,,3,0,2025-10-06 22:12:56.334725,1,,662118768,1356036000
462526,,2,0,2025-10-06 22:12:56.334725,1,,1589916932,1499350576
217710,,2,0,2025-10-06 22:12:56.334725,1,,39448864,1279326933
89084,,3,0,2025-10-06 22:12:56.334725,1,,898437619,956727637
888807,,2,0,2025-10-06 22:12:56.334725,1,,1701046484,526278205
891833,,1,0,2025-10-06 22:12:56.334725,1,,2048002458,1392080562
500739,,2,0,2025-10-06 22:12:56.334725,1,,2088914548,1305881408
798639,,3,0,2025-10-06 22:12:56.334725,1,,208459410,563908526
329351,,3,0,2025-10-06 22:12:56.334725,1,,423999419,415179726
883013,,3,0,2025-10-06 22:12:56.334725,1,,1917608457,973000464
592784,,2,0,2025-10-06 22:12:56.334725,1,,1562413714,608333711
734789,,2,0,2025-10-06 22:12:56.334725,1,,35227595,1621722562
949818,,1,0,2025-10-06 22:12:56.334725,1,,401832236,288110682
690565,,1,0,2025-10-06 22:12:56.334725,1,,1892387761,2123373631
378230,,2,0,2025-10-06 22:12:56.334725,1,,1431784583,1747781937
658389,,3,0,2025-10-06 22:12:56.334725,1,,1291868352,2041391755
481843,,3,0,2025-10-06 22:12:56.334725,1,,574797365,2070124250
118820,,2,0,2025-10-06 22:12:56.334725,1,,777645869,553880415
712003,,3,0,2025-10-06 22:12:56.334725,1,,605361557,758104265
969851,,2,0,2025-10-06 22:12:56.334725,1,,683664197,1625263998
954722,,3,0,2025-10-06 22:12:56.334725,1,,991469298,1601227711
925482,,3,0,2025-10-06 22:12:56.334725,1,,277135915,45127237
306177,,1,0,2025-10-06 22:12:56.334725,1,,1525819089,884850307
272170,,3,0,2025-10-06 22:12:56.334725,1,,1985571996,569681126
53833,,3,0,2025-10-06 22:12:56.334725,1,,1504830200,132194942
903336,,1,0,2025-10-06 22:12:56.334725,1,,146464680,557057618
131136,,3,0,2025-10-06 22:12:56.334725,1,,830909099,1624333092
807452,,2,0,2025-10-06 22:12:56.334725,1,,1477155421,277768998
461804,,2,0,2025-10-06 22:12:56.334725,1,,283755580,1865281
704868,,2,0,2025-10-06 22:12:56.334725,1,,168512143,1769158897
18035,,2,0,2025-10-06 22:12:56.334725,1,,1926219,626965900
336847,,3,0,2025-10-06 22:12:56.334725,1,,1213656388,1569519742
144124,,2,0,2025-10-06 22:12:56.334725,1,,379707586,1003744038
677542,,3,0,2025-10-06 22:12:56.334725,1,,1050531960,1339348009
604184,,3,0,2025-10-06 22:12:56.334725,1,,519693845,1859010755
697683,,1,0,2025-10-06 22:12:56.334725,1,,1677500147,1706255594
739534,,2,0,2025-10-06 22:12:56.334725,1,,924030946,1093329002
365133,,3,0,2025-10-06 22:12:56.334725,1,,713921620,180511113
133542,,1,0,2025-10-06 22:12:56.334725,1,,1304230899,1902933974
9436,,3,0,2025-10-06 22:12:56.334725,1,,1149935421,1945516188
112390,,3,0,2025-10-06 22:12:56.334725,1,,1777953163,2001512283
647462,,3,0,2025-10-06 22:12:56.334725,1,,1717547705,2058365464
34200,,3,0,2025-10-06 22:12:56.334725,1,,1134595403,1966842539
684939,,2,0,2025-10-06 22:12:56.334725,1,,2066068749,1919886107
219598,,2,0,2025-10-06 22:12:56.334725,1,,1543971995,1751116609
140154,,3,0,2025-10-06 22:12:56.334725,1,,1806801571,914830387
449106,,3,0,2025-10-06 22:12:56.334725,1,,347199780,185367183
615545,,3,0,2025-10-06 22:12:56.334725,1,,1651327884,1573484766
6405,,3,0,2025-10-06 22:12:56.334725,1,,311948925,1743460167
853932,,3,0,2025-10-06 22:12:56.334725,1,,593620396,666725825
51036,,2,0,2025-10-06 22:12:56.334725,1,,781095989,269146008
953175,,3,0,2025-10-06 22:12:56.334725,1,,667939899,24714428
707935,,3,0,2025-10-06 22:12:56.334725,1,,1656173295,927173369
564692,,3,0,2025-10-06 22:12:56.334725,1,,171152667,145445534
537274,,3,0,2025-10-06 22:12:56.334725,1,,1610734118,1396669417
525531,,2,0,2025-10-06 22:12:56.334725,1,,1158549287,1853113836
913428,,3,0,2025-10-06 22:12:56.334725,1,,1926809877,1317726235
757274,,1,0,2025-10-06 22:12:56.334725,1,,1105999156,1872741602
677169,,1,0,2025-10-06 22:12:56.334725,1,,1618005433,1953702095
56589,,2,0,2025-10-06 22:12:56.334725,1,,262577165,2009144922
33797,,2,0,2025-10-06 22:12:56.334725,1,,1365819286,1090740852
123983,,2,0,2025-10-06 22:12:56.334725,1,,2011113320,1801453411
237083,,1,0,2025-10-06 22:12:56.334725,1,,2076240830,282007690
444361,,2,0,2025-10-06 22:12:56.334725,1,,2135980605,1933709907
679284,,2,0,2025-10-06 22:12:56.334725,1,,1768671768,694597062
240179,,1,0,2025-10-06 22:12:56.334725,1,,1566703172,163612958
114414,,1,0,2025-10-06 22:12:56.334725,1,,1919226756,1781390205
153019,,1,0,2025-10-06 22:12:56.334725,1,,497066718,817663796
11422,,4,0,2025-10-06 22:12:56.334725,1,,2082358221,1656971434
848226,,4,0,2025-10-06 22:12:56.334725,1,,1729827112,416048606
222892,,4,0,2025-10-06 22:12:56.334725,1,,687440601,855704113
516376,,4,0,2025-10-06 22:12:56.334725,1,,1782984877,2125896017
39154,,1,0,2025-10-06 22:12:56.334725,1,,1327604593,406370363
812607,,1,0,2025-10-06 22:12:56.334725,1,,1380872453,786935365
14145,,1,0,2025-10-06 22:12:56.334725,1,,1136210203,1208762692
70969,,4,0,2025-10-06 22:12:56.334725,1,,1332299549,1885948631
89084,,1,0,2025-10-06 22:12:56.334725,1,,898437619,956727637
136533,,1,0,2025-10-06 22:12:56.334725,1,,1335065078,1497059348
257719,,1,0,2025-10-06 22:12:56.334725,1,,1100680631,1339262093
500633,,4,0,2025-10-06 22:12:56.334725,1,,1149899146,1762671773
337168,,4,0,2025-10-06 22:12:56.334725,1,,422169668,1358314284
578097,,1,0,2025-10-06 22:12:56.334725,1,,131763570,1342083816
487065,,1,0,2025-10-06 22:12:56.334725,1,,1820956768,1700693798
291238,,4,0,2025-10-06 22:12:56.334725,1,,438906943,1430877022
654623,,1,0,2025-10-06 22:12:56.334725,1,,1591468152,1521959682
313754,,4,0,2025-10-06 22:12:56.334725,1,,1873393598,1544925637
658389,,4,0,2025-10-06 22:12:56.334725,1,,1291868352,2041391755
378287,,4,0,2025-10-06 22:12:56.334725,1,,210776433,1683546319
712003,,4,0,2025-10-06 22:12:56.334725,1,,605361557,758104265
513199,,1,0,2025-10-06 22:12:56.334725,1,,1804701544,1159904407
962054,,1,0,2025-10-06 22:12:56.334725,1,,702536214,1284561684
378676,,1,0,2025-10-06 22:12:56.334725,1,,1669795077,1565619806
365132,,1,0,2025-10-06 22:12:56.334725,1,,1297590811,1256789737
491314,,4,0,2025-10-06 22:12:56.334725,1,,1772886192,232013806
954722,,4,0,2025-10-06 22:12:56.334725,1,,991469298,1601227711
652118,,1,0,2025-10-06 22:12:56.334725,1,,521926726,1901581333
876139,,1,0,2025-10-06 22:12:56.334725,1,,423032908,1864237942
120532,,1,0,2025-10-06 22:12:56.334725,1,,1562501251,1092265519
760684,,1,0,2025-10-06 22:12:56.334725,1,,1594364382,2083360306
490602,,1,0,2025-10-06 22:12:56.334725,1,,769559771,1229124615
644847,,4,0,2025-10-06 22:12:56.334725,1,,1566934008,198413264
327290,,1,0,2025-10-06 22:12:56.334725,1,,2127111214,233269456
993331,,1,0,2025-10-06 22:12:56.334725,1,,151381207,1367693716
455755,,1,0,2025-10-06 22:12:56.334725,1,,1899574707,809861735
677542,,1,0,2025-10-06 22:12:56.334725,1,,1050531960,1339348009
448752,,1,0,2025-10-06 22:12:56.334725,1,,480868942,284039769
863930,,1,0,2025-10-06 22:12:56.334725,1,,932759592,1635308569
9436,,1,0,2025-10-06 22:12:56.334725,1,,1149935421,1945516188
803607,,4,0,2025-10-06 22:12:56.334725,1,,1562408934,2039079303
684939,,1,0,2025-10-06 22:12:56.334725,1,,2066068749,1919886107
140154,,1,0,2025-10-06 22:12:56.334725,1,,1806801571,914830387
120385,,1,0,2025-10-06 22:12:56.334725,1,,827097792,654656605
661577,,4,0,2025-10-06 22:12:56.334725,1,,1306047591,1579389401
243235,,1,0,2025-10-06 22:12:56.334725,1,,845513255,380412586
186168,,4,0,2025-10-06 22:12:56.334725,1,,1256706434,1649422743
537274,,4,0,2025-10-06 22:12:56.334725,1,,1610734118,1396669417
760828,,1,0,2025-10-06 22:12:56.334725,1,,1249739333,1648513260
723678,,1,0,2025-10-06 22:12:56.334725,1,,1302042089,368358644
451812,,1,0,2025-10-06 22:12:56.334725,1,,1208840252,936320495
274207,,4,0,2025-10-06 22:12:56.334725,1,,2095648851,1076658209
706112,,1,0,2025-10-06 22:12:56.334725,1,,614053116,59384485
851978,,4,0,2025-10-06 22:12:56.334725,1,,940633450,1958912182
992178,,1,0,2025-10-06 22:12:56.334725,1,,777024525,767509611
679284,,1,0,2025-10-06 22:12:56.334725,1,,1768671768,694597062
11422,,4,0,2025-10-06 22:12:56.334725,1,,2082358221,1656971434
818990,,1,0,2025-10-06 22:12:56.334725,1,,251967856,1267377982
284460,,1,0,2025-10-06 22:12:56.334725,1,,1083135401,484232032
77308,,1,0,2025-10-06 22:12:56.334725,1,,53241153,514601335
555121,,1,0,2025-10-06 22:12:56.334725,1,,1133999892,1597802319
818522,,4,0,2025-10-06 22:12:56.334725,1,,361156178,1294087374
146840,,1,0,2025-10-06 22:12:56.334725,1,,467288898,261917127
891833,,1,0,2025-10-06 22:12:56.334725,1,,2048002458,1392080562
839170,,1,0,2025-10-06 22:12:56.334725,1,,622492390,861315288
734789,,1,0,2025-10-06 22:12:56.334725,1,,35227595,1621722562
291238,,1,0,2025-10-06 22:12:56.334725,1,,438906943,1430877022
602241,,4,0,2025-10-06 22:12:56.334725,1,,1642929732,422389050
681063,,1,0,2025-10-06 22:12:56.334725,1,,750324095,296581925
689769,,1,0,2025-10-06 22:12:56.334725,1,,920943969,1255620314
305754,,4,0,2025-10-06 22:12:56.334725,1,,619109509,1995976981
33955,,1,0,2025-10-06 22:12:56.334725,1,,460003601,1598468542
606256,,1,0,2025-10-06 22:12:56.334725,1,,457834622,2097379187
611575,,4,0,2025-10-06 22:12:56.334725,1,,14328499,1925705290
53833,,1,0,2025-10-06 22:12:56.334725,1,,1504830200,132194942
876139,,1,0,2025-10-06 22:12:56.334725,1,,423032908,1864237942
903336,,4,0,2025-10-06 22:12:56.334725,1,,146464680,557057618
120532,,1,0,2025-10-06 22:12:56.334725,1,,1562501251,1092265519
945635,,1,0,2025-10-06 22:12:56.334725,1,,1195017983,1998427048
937542,,1,0,2025-10-06 22:12:56.334725,1,,433256058,170459548
451933,,4,0,2025-10-06 22:12:56.334725,1,,2021970875,1082875502
94225,,1,0,2025-10-06 22:12:56.334725,1,,249826083,1124869583
435929,,4,0,2025-10-06 22:12:56.334725,1,,2132258950,1633678334
820541,,4,0,2025-10-06 22:12:56.334725,1,,950750353,1158993524
747801,,1,0,2025-10-06 22:12:56.334725,1,,997364420,1860601790
697683,,1,0,2025-10-06 22:12:56.334725,1,,1677500147,1706255594
365133,,1,0,2025-10-06 22:12:56.334725,1,,713921620,180511113
753354,,1,0,2025-10-06 22:12:56.334725,1,,735880283,740485870
140489,,1,0,2025-10-06 22:12:56.334725,1,,1893418629,1002127127
256051,,2,0,2025-10-06 22:12:56.334725,1,,224756323,1774447505
784827,,2,0,2025-10-06 22:12:56.334725,1,,1199454597,755793465
970529,,2,0,2025-10-06 22:12:56.334725,1,,590705616,1002588227
440875,,1,0,2025-10-06 22:12:56.334725,1,,245291136,662239430
942001,,1,0,2025-10-06 22:12:56.334725,1,,1043912028,1499740637
256783,,1,0,2025-10-06 22:12:56.334725,1,,2061736232,59516884
186168,,1,0,2025-10-06 22:12:56.334725,1,,1256706434,1649422743
525531,,1,0,2025-10-06 22:12:56.334725,1,,1158549287,1853113836
771228,,1,0,2025-10-06 22:12:56.334725,1,,725006193,1663856287
760828,,2,0,2025-10-06 22:12:56.334725,1,,1249739333,1648513260
56589,,1,0,2025-10-06 22:12:56.334725,1,,262577165,2009144922
222892,,1,0,2025-10-06 22:12:56.334725,1,,687440601,855704113
516376,,1,0,2025-10-06 22:12:56.334725,1,,1782984877,2125896017
349294,,1,0,2025-10-06 22:12:56.334725,1,,1731020863,1673644322
847349,,1,0,2025-10-06 22:12:56.334725,1,,757897642,1884259286
67197,,1,0,2025-10-06 22:12:56.334725,1,,1369965279,1675960402
880510,,1,0,2025-10-06 22:12:56.334725,1,,1892824527,1649223291
741341,,2,0,2025-10-06 22:12:56.334725,1,,1767499626,688076797
798639,,2,0,2025-10-06 22:12:56.334725,1,,208459410,563908526
578097,,1,0,2025-10-06 22:12:56.334725,1,,131763570,1342083816
654623,,1,0,2025-10-06 22:12:56.334725,1,,1591468152,1521959682
990993,,2,0,2025-10-06 22:12:56.334725,1,,182906398,2129648854
952168,,2,0,2025-10-06 22:12:56.334725,1,,1306578566,1397460449
542300,,1,0,2025-10-06 22:12:56.334725,1,,642032292,1137490444
491521,,1,0,2025-10-06 22:12:56.334725,1,,1355063782,273103686
567671,,1,0,2025-10-06 22:12:56.334725,1,,871692779,894439335
60619,,1,0,2025-10-06 22:12:56.334725,1,,1259607174,1012608491
962591,,1,0,2025-10-06 22:12:56.334725,1,,1416204614,1932953842
194682,,1,0,2025-10-06 22:12:56.334725,1,,673039313,311072279
300159,,1,0,2025-10-06 22:12:56.334725,1,,1415353469,1114308150
561860,,2,0,2025-10-06 22:12:56.334725,1,,314419203,1861957000
890232,,2,0,2025-10-06 22:12:56.334725,1,,273331923,1134939479
689769,,2,0,2025-10-06 22:12:56.334725,1,,920943969,1255620314
623234,,2,0,2025-10-06 22:12:56.334725,1,,2102605197,2072869656
131937,,2,0,2025-10-06 22:12:56.334725,1,,1261682347,1671598691
272170,,2,0,2025-10-06 22:12:56.334725,1,,1985571996,569681126
937542,,1,0,2025-10-06 22:12:56.334725,1,,433256058,170459548
287070,,1,0,2025-10-06 22:12:56.334725,1,,1647839942,1275164616
461804,,1,0,2025-10-06 22:12:56.334725,1,,283755580,1865281
36412,,1,0,2025-10-06 22:12:56.334725,1,,1112774141,7446425
336847,,1,0,2025-10-06 22:12:56.334725,1,,1213656388,1569519742
589812,,1,0,2025-10-06 22:12:56.334725,1,,227283775,1821303309
968887,,1,0,2025-10-06 22:12:56.334725,1,,1182035670,1278436059
739448,,1,0,2025-10-06 22:12:56.334725,1,,1222679220,1644984717
700048,,1,0,2025-10-06 22:12:56.334725,1,,809445133,1561741013
672059,,1,0,2025-10-06 22:12:56.334725,1,,1227723400,491658112
684939,,2,0,2025-10-06 22:12:56.334725,1,,2066068749,1919886107
140154,,2,0,2025-10-06 22:12:56.334725,1,,1806801571,914830387
615545,,1,0,2025-10-06 22:12:56.334725,1,,1651327884,1573484766
367391,,1,0,2025-10-06 22:12:56.334725,1,,1832350899,1143714064
433521,,1,0,2025-10-06 22:12:56.334725,1,,582652347,2045417634
432617,,1,0,2025-10-06 22:12:56.334725,1,,1546344002,1135131098
57405,,1,0,2025-10-06 22:12:56.334725,1,,770627295,1565165323
52729,,1,0,2025-10-06 22:12:56.334725,1,,531297442,609727061
131748,,1,0,2025-10-06 22:12:56.334725,1,,1024605301,237448252
913428,,1,0,2025-10-06 22:12:56.334725,1,,1926809877,1317726235
642612,,1,0,2025-10-06 22:12:56.334725,1,,1800915091,1322734497
784673,,1,0,2025-10-06 22:12:56.334725,1,,1715124834,1585954679
587645,,1,0,2025-10-06 22:12:56.334725,1,,1626127595,1298715323
837480,,1,0,2025-10-06 22:12:56.334725,1,,431925118,609161909
137909,,1,0,2025-10-06 22:12:56.334725,1,,519661349,2065668479
992178,,1,0,2025-10-06 22:12:56.334725,1,,777024525,767509611
56589,,1,0,2025-10-06 22:12:56.334725,1,,262577165,2009144922
154179,,1,0,2025-10-06 22:12:56.334725,1,,2098987007,566992294
478531,,1,0,2025-10-06 22:12:56.334725,1,,901900830,1841025573
14145,,2,0,2025-10-06 22:12:56.334725,1,,1136210203,1208762692
871592,,1,0,2025-10-06 22:12:56.334725,1,,105454066,924185169
818522,,2,0,2025-10-06 22:12:56.334725,1,,361156178,1294087374
15314,,2,0,2025-10-06 22:12:56.334725,1,,913541967,819732513
880510,,2,0,2025-10-06 22:12:56.334725,1,,1892824527,1649223291
329351,,2,0,2025-10-06 22:12:56.334725,1,,423999419,415179726
337168,,1,0,2025-10-06 22:12:56.334725,1,,422169668,1358314284
839170,,1,0,2025-10-06 22:12:56.334725,1,,622492390,861315288
961614,,1,0,2025-10-06 22:12:56.334725,1,,83931506,738301982
