order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed,ETL_updated_ts,ETL_DATASOURCE_NAME,order_key,delivery_partner_key,order_deli_partner_key
5838302640,30907,2023-05-12 06:02:25,2023-05-12 06:09:25,7.0,1.7,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,549086748,131277340,463932492
1380971977,52614,2024-06-02 13:21:55,2024-06-02 13:16:55,-5.0,4.09,ON TIME,nan,2025-10-06 22:10:07.339651,1,409572673,324652882,1541450002
1221099013,60689,2023-07-23 11:01:59,2023-07-23 11:03:59,2.0,3.15,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,841440512,1865497250,1543830947
6771166303,98179,2023-07-24 04:36:07,2023-07-24 04:48:07,12.0,2.55,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,559777029,588310254,493143329
7111337755,84833,2023-05-06 06:07:44,2023-05-06 06:04:44,-3.0,3.44,ON TIME,nan,2025-10-06 22:10:07.339651,1,91536794,580362087,661338412
5562922993,73904,2023-12-06 02:14:19,2023-12-06 02:17:19,3.0,1.64,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1619476613,770665007,2023039945
5630957897,14408,2024-06-18 07:32:42,2024-06-18 07:36:42,4.0,3.92,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1361717430,824564983,1313484475
1787380558,95835,2023-11-08 17:43:58,2023-11-08 17:45:58,2.0,2.8,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,927999751,1299351923,237495771
32613017,77303,2023-03-17 00:36:41,2023-03-17 00:36:41,0.0,4.0,ON TIME,nan,2025-10-06 22:10:07.339651,1,1323513952,1323576495,811145129
2039041670,31963,2024-11-01 10:05:47,2024-11-01 10:20:47,15.0,2.12,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,218426621,1916280977,1758724216
210693801,14789,2024-08-21 04:10:25,2024-08-21 04:12:25,2.0,2.5,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,971065527,748275427,1547234628
8120002258,61526,2024-01-01 00:15:08,2024-01-01 00:11:08,-4.0,2.43,ON TIME,nan,2025-10-06 22:10:07.339651,1,2020672300,520058934,1263155491
2177917034,75636,2024-02-08 20:16:51,2024-02-08 20:25:51,9.0,0.73,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1686840699,1522803520,1474115645
4254814926,1761,2024-04-21 06:34:58,2024-04-21 06:33:58,-1.0,1.74,ON TIME,nan,2025-10-06 22:10:07.339651,1,739867949,474341908,1059202870
6074172790,3481,2023-07-26 02:26:37,2023-07-26 02:30:37,4.0,2.48,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1875075196,1150492405,2103282605
3381573131,50582,2024-07-16 00:47:21,2024-07-16 00:42:21,-5.0,4.91,ON TIME,nan,2025-10-06 22:10:07.339651,1,523870007,1006655132,1199885900
3773745777,97135,2024-05-02 14:58:25,2024-05-02 14:58:25,0.0,3.31,ON TIME,nan,2025-10-06 22:10:07.339651,1,1801332252,699397177,1944855382
9251939156,57095,2023-12-30 12:51:53,2023-12-30 12:58:53,7.0,2.35,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,197060774,864243623,1371704076
3872982303,60234,2024-02-03 01:24:33,2024-02-03 01:25:33,1.0,2.6,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,207173993,1074790664,2103765203
2625987757,51273,2023-08-01 07:54:43,2023-08-01 07:56:43,2.0,4.7,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,230866633,1444461496,1302445569
3162249401,47552,2024-05-03 13:31:58,2024-05-03 13:31:58,0.0,1.72,ON TIME,nan,2025-10-06 22:10:07.339651,1,1262483432,1520895696,1845926138
3108986741,60867,2023-10-17 19:43:19,2023-10-17 19:44:19,1.0,2.09,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1504480069,1307766806,2064336052
1851474741,12879,2023-11-01 13:42:17,2023-11-01 13:51:17,9.0,4.09,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1252225411,1899383879,210639573
2425099132,44245,2023-08-15 01:30:08,2023-08-15 01:34:08,4.0,1.07,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,795809231,12110800,391285738
6706793332,76503,2024-10-09 22:04:33,2024-10-09 22:16:33,12.0,2.99,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1612705369,294972975,2077860874
2149289255,25251,2024-11-01 15:20:29,2024-11-01 15:39:29,19.0,2.56,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,852195008,2035615020,359933091
1971008155,30330,2023-10-23 22:43:41,2023-10-23 22:39:41,-4.0,0.86,ON TIME,nan,2025-10-06 22:10:07.339651,1,1313209891,1613821115,93299505
2087093460,27478,2024-07-11 11:42:57,2024-07-11 11:41:57,-1.0,0.77,ON TIME,nan,2025-10-06 22:10:07.339651,1,1460554908,182781717,1468298647
2116712588,34078,2023-11-11 20:48:38,2023-11-11 20:51:38,3.0,4.26,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,295836942,1246998306,1378726669
6054358790,52564,2024-01-26 10:31:06,2024-01-26 10:26:06,-5.0,3.96,ON TIME,nan,2025-10-06 22:10:07.339651,1,292203727,2032902193,922457311
532660797,97547,2024-05-20 06:37:18,2024-05-20 06:51:18,14.0,4.9,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,988485506,1367040909,1932628054
1491991005,85285,2024-03-04 09:01:03,2024-03-04 09:01:03,0.0,0.89,ON TIME,nan,2025-10-06 22:10:07.339651,1,1948018754,1028446668,1549918187
4136019599,34667,2024-03-23 18:52:14,2024-03-23 18:55:14,3.0,4.58,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,586388688,798059697,1411612097
2122832513,39396,2024-02-17 19:58:14,2024-02-17 20:18:14,20.0,3.97,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,433522117,872711075,1085403449
3717703595,8041,2023-04-24 21:52:02,2023-04-24 21:51:02,-1.0,2.48,ON TIME,nan,2025-10-06 22:10:07.339651,1,1596610256,657261381,328870798
3194733693,16623,2023-07-05 10:30:13,2023-07-05 10:37:13,7.0,1.74,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1335210443,1538364729,249428061
4471162437,54708,2024-02-06 12:52:50,2024-02-06 12:52:50,0.0,3.78,ON TIME,nan,2025-10-06 22:10:07.339651,1,242425722,1246153768,1024290346
1609331948,58721,2024-01-04 14:19:21,2024-01-04 14:19:21,0.0,1.56,ON TIME,nan,2025-10-06 22:10:07.339651,1,1748062929,1470636892,1454833381
6920030794,38745,2024-06-24 02:51:36,2024-06-24 02:49:36,-2.0,3.47,ON TIME,nan,2025-10-06 22:10:07.339651,1,1946631566,1477744402,886045799
5127172657,80034,2024-06-11 18:30:31,2024-06-11 18:50:31,20.0,4.41,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1063890084,1828064005,1781892521
8607115856,85718,2023-10-09 04:52:34,2023-10-09 04:49:34,-3.0,2.33,ON TIME,nan,2025-10-06 22:10:07.339651,1,1200623283,1557112681,1387378366
7154957395,63099,2023-04-09 10:21:33,2023-04-09 10:21:33,0.0,2.28,ON TIME,nan,2025-10-06 22:10:07.339651,1,1989084487,633053568,1356482997
2070762702,64950,2023-10-04 10:37:55,2023-10-04 10:52:55,15.0,3.61,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1774269249,324888999,1156634587
3697242439,67408,2024-10-15 12:47:13,2024-10-15 12:46:13,-1.0,4.71,ON TIME,nan,2025-10-06 22:10:07.339651,1,1204260872,787380071,248686645
3063427913,24100,2023-09-21 02:34:46,2023-09-21 02:37:46,3.0,4.76,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1146757801,81444068,111132936
2060061337,50748,2023-04-15 23:10:08,2023-04-15 23:22:08,12.0,3.08,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1786789496,1233760913,295299856
4625892678,40337,2023-06-18 19:35:45,2023-06-18 19:39:45,4.0,2.74,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1940438524,1147899980,1866627718
6045698170,16848,2024-01-24 17:14:49,2024-01-24 17:19:49,5.0,3.86,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1003505958,665710675,580046086
7876289647,28786,2024-08-07 08:06:29,2024-08-07 08:18:29,12.0,2.54,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1372173929,1224449554,364982923
3434084714,58201,2024-02-02 03:06:20,2024-02-02 03:04:20,-2.0,3.51,ON TIME,nan,2025-10-06 22:10:07.339651,1,1862595636,1596831691,553826537
9031695663,43200,2024-01-17 01:35:06,2024-01-17 01:41:06,6.0,3.71,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,2043690624,2118732407,337784001
1955989715,8135,2023-12-27 07:06:23,2023-12-27 07:08:23,2.0,4.81,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,2079695260,745233399,1012152241
3459500455,20504,2023-12-18 00:52:55,2023-12-18 00:54:55,2.0,2.66,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,564455934,433453037,735150441
5953376503,34929,2024-05-25 04:08:54,2024-05-25 04:24:54,16.0,0.56,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1116300478,712929926,1841648381
121874867,69733,2023-03-28 01:10:55,2023-03-28 01:05:55,-5.0,3.08,ON TIME,nan,2025-10-06 22:10:07.339651,1,1308198896,716378759,304268224
2460545397,50527,2024-10-27 11:38:03,2024-10-27 11:49:03,11.0,2.53,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,870996618,105141141,1315045398
9690050839,76868,2024-01-13 02:44:24,2024-01-13 02:49:24,5.0,3.82,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,445197735,1818625333,951210737
2574349065,406,2024-04-17 14:43:32,2024-04-17 14:44:32,1.0,1.72,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,249667182,842549537,838084404
2461936988,77590,2023-07-20 23:29:57,2023-07-20 23:48:57,19.0,4.4,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1600084550,59969809,718336386
6447596416,45656,2023-10-08 18:30:29,2023-10-08 18:26:29,-4.0,4.27,ON TIME,nan,2025-10-06 22:10:07.339651,1,1901334220,1529271650,1585990308
7228452275,96211,2023-05-13 01:25:33,2023-05-13 01:25:33,0.0,4.62,ON TIME,nan,2025-10-06 22:10:07.339651,1,249721507,347375295,511746533
6696750742,89976,2023-04-02 17:54:16,2023-04-02 17:54:16,0.0,4.39,ON TIME,nan,2025-10-06 22:10:07.339651,1,2126409574,2086432164,1290365087
822235931,1773,2023-08-09 07:27:16,2023-08-09 07:42:16,15.0,1.42,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1400894384,1193519066,1185061204
7678251499,60822,2023-04-23 13:37:40,2023-04-23 13:42:40,5.0,1.85,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,891124242,340529158,336341683
2497341976,42711,2023-09-21 09:19:49,2023-09-21 09:20:49,1.0,1.33,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1515627181,1332612089,1449423855
9107314128,21125,2024-05-20 16:37:17,2024-05-20 16:36:17,-1.0,2.2,ON TIME,nan,2025-10-06 22:10:07.339651,1,1278108513,1048859150,1241348492
9855726256,59743,2023-05-17 08:05:53,2023-05-17 08:03:53,-2.0,0.96,ON TIME,nan,2025-10-06 22:10:07.339651,1,1354024919,1796212415,706580017
9398719862,4852,2024-07-19 09:40:31,2024-07-19 09:44:31,4.0,0.85,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,140266816,624180953,338188191
379494532,99227,2024-07-07 13:42:33,2024-07-07 13:44:33,2.0,3.39,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1579545437,1367554014,600031324
1048784963,35552,2023-09-07 13:35:38,2023-09-07 13:30:38,-5.0,2.18,ON TIME,nan,2025-10-06 22:10:07.339651,1,51741180,360550083,145458090
4386246924,56384,2024-08-27 10:26:15,2024-08-27 10:52:15,26.0,3.44,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,2094212774,1760475190,1358394313
2050362692,16076,2024-10-30 11:36:04,2024-10-30 11:39:04,3.0,3.48,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,709495610,750296816,1265293950
4142963293,74308,2024-11-03 04:04:46,2024-11-03 04:07:46,3.0,1.26,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,2135614661,172842252,443049255
9753528654,63454,2024-07-26 07:35:16,2024-07-26 07:33:16,-2.0,1.84,ON TIME,nan,2025-10-06 22:10:07.339651,1,69710874,849333795,1706675642
8126970833,83636,2024-09-14 20:41:40,2024-09-14 21:07:40,26.0,1.13,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,2112363392,113198316,469382574
9747814712,33342,2023-12-16 15:52:05,2023-12-16 15:55:05,3.0,1.23,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,722971734,1820856442,1642810264
6281619403,12086,2023-04-09 19:15:42,2023-04-09 19:10:42,-5.0,4.51,ON TIME,nan,2025-10-06 22:10:07.339651,1,2006827847,830328065,533184558
436184281,59936,2023-11-20 12:55:18,2023-11-20 13:22:18,27.0,0.74,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1649645423,866024953,877566687
9799231260,58378,2024-03-07 09:17:56,2024-03-07 09:21:56,4.0,0.9,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,110944958,1678986459,2139803764
4071811527,27993,2023-07-26 15:51:48,2023-07-26 16:00:48,9.0,2.39,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,219763407,758973054,378660792
5645359563,45180,2024-08-08 23:45:23,2024-08-08 23:40:23,-5.0,4.78,ON TIME,nan,2025-10-06 22:10:07.339651,1,1227219654,1594981032,206128705
9411813703,32773,2023-09-25 23:11:09,2023-09-25 23:16:09,5.0,0.65,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,856564093,1286791189,1701710340
4270217473,4904,2024-02-01 09:02:55,2024-02-01 09:02:55,0.0,1.23,ON TIME,nan,2025-10-06 22:10:07.339651,1,1562127806,1602336297,1884073963
279851011,73623,2023-04-11 09:58:14,2023-04-11 09:57:14,-1.0,4.34,ON TIME,nan,2025-10-06 22:10:07.339651,1,696635599,1237649275,83780364
6260524887,22883,2024-06-01 07:00:44,2024-06-01 06:56:44,-4.0,3.76,ON TIME,nan,2025-10-06 22:10:07.339651,1,325456272,1357428412,1390218289
5853998391,23606,2023-09-08 02:58:14,2023-09-08 02:55:14,-3.0,4.67,ON TIME,nan,2025-10-06 22:10:07.339651,1,2052549729,755458333,86943812
9931976872,97297,2024-06-24 05:32:20,2024-06-24 05:28:20,-4.0,3.03,ON TIME,nan,2025-10-06 22:10:07.339651,1,1772559547,1913286951,257843061
8432209832,18907,2024-03-20 03:42:23,2024-03-20 03:54:23,12.0,4.17,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,290911982,1307866134,1866782760
6023721507,72197,2024-04-07 00:36:29,2024-04-07 00:35:29,-1.0,2.05,ON TIME,nan,2025-10-06 22:10:07.339651,1,2097019822,1377109822,23203963
3042338919,70995,2023-05-17 15:05:39,2023-05-17 15:02:39,-3.0,1.33,ON TIME,nan,2025-10-06 22:10:07.339651,1,811147221,1402550638,286907992
233646065,56968,2023-09-19 22:43:29,2023-09-19 22:48:29,5.0,4.89,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1312806698,1591254773,825632190
9870610018,44706,2024-02-08 05:36:21,2024-02-08 05:35:21,-1.0,0.86,ON TIME,nan,2025-10-06 22:10:07.339651,1,1609188317,327735518,251038174
1398230967,92744,2024-04-22 10:13:26,2024-04-22 10:09:26,-4.0,4.81,ON TIME,nan,2025-10-06 22:10:07.339651,1,172157568,205585783,1163365415
8615488922,1328,2023-11-04 00:21:14,2023-11-04 00:42:14,21.0,3.94,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,308798738,970321685,945572720
2748841057,11008,2023-12-30 05:19:21,2023-12-30 05:43:21,24.0,0.84,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,2139939713,732049386,1100751926
1375867721,21511,2024-07-15 17:08:54,2024-07-15 17:05:54,-3.0,4.45,ON TIME,nan,2025-10-06 22:10:07.339651,1,1058549898,149961002,638506149
8595141097,19332,2024-03-31 10:36:16,2024-03-31 10:39:16,3.0,4.33,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,645647668,918501532,1868131426
4673382071,97477,2024-01-16 13:40:12,2024-01-16 13:49:12,9.0,4.9,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1433274592,1283608282,728836268
2948696008,89164,2024-04-10 10:22:48,2024-04-10 10:19:48,-3.0,2.28,ON TIME,nan,2025-10-06 22:10:07.339651,1,2141716409,1439746462,1236406069
6839692624,44627,2023-11-19 02:10:50,2023-11-19 02:35:50,25.0,1.17,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,722423094,1385248368,646698683
5770951298,4946,2023-10-02 18:23:57,2023-10-02 18:21:57,-2.0,0.95,ON TIME,nan,2025-10-06 22:10:07.339651,1,371793009,1561414498,276604738
5084771819,66403,2024-08-29 22:05:24,2024-08-29 22:18:24,13.0,1.37,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,61309377,1305711653,1133159581
422403644,23782,2023-05-27 23:46:14,2023-05-27 23:54:14,8.0,0.56,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1994186411,231950165,699866571
7176758896,75492,2023-07-13 13:00:53,2023-07-13 13:01:53,1.0,2.94,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,11340520,858723058,1973925883
8252905093,40596,2024-04-21 23:29:31,2024-04-21 23:30:31,1.0,3.25,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,911249621,1871892741,1882910958
1488561572,31495,2024-08-27 08:32:40,2024-08-27 08:31:40,-1.0,2.51,ON TIME,nan,2025-10-06 22:10:07.339651,1,743931175,1812797174,57199012
6212984517,15665,2024-03-16 22:05:29,2024-03-16 22:03:29,-2.0,1.27,ON TIME,nan,2025-10-06 22:10:07.339651,1,1834963325,1432894307,1008984119
6309784337,23009,2024-05-06 17:53:10,2024-05-06 17:53:10,0.0,4.05,ON TIME,nan,2025-10-06 22:10:07.339651,1,1752044480,1889919429,1741352022
4613890018,82638,2023-10-24 13:00:17,2023-10-24 13:00:17,0.0,3.82,ON TIME,nan,2025-10-06 22:10:07.339651,1,1289201264,1896938269,1649010466
3429728472,77476,2023-03-31 08:48:30,2023-03-31 08:57:30,9.0,1.25,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,156586161,1788083529,918749007
267738904,73022,2023-10-24 23:24:36,2023-10-24 23:38:36,14.0,4.28,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,980015465,138188396,738771474
3850416839,32659,2024-07-01 02:23:28,2024-07-01 02:36:28,13.0,1.32,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1503328219,1036188717,1616738650
3412702479,35140,2023-12-24 07:46:20,2023-12-24 07:51:20,5.0,1.11,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1087314312,1316981068,2120895175
2016183232,38755,2023-07-19 04:35:07,2023-07-19 04:46:07,11.0,1.63,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,549814643,1575190897,1784307199
3810280204,70290,2023-10-26 18:06:28,2023-10-26 18:10:28,4.0,0.75,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1822293425,222544330,1740472764
2416767295,28144,2024-07-05 03:50:54,2024-07-05 03:59:54,9.0,1.13,SLIGHTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,261191273,1979726212,1189099150
2283439407,58922,2023-07-14 02:28:09,2023-07-14 02:32:09,4.0,0.57,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,1060164646,1689776555,1582440325
4328802292,66985,2023-06-14 19:57:21,2023-06-14 20:15:21,18.0,3.65,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,589545385,438296767,701828511
7072715691,82046,2023-12-25 19:28:20,2023-12-25 19:29:20,1.0,3.65,ON TIME,Traffic,2025-10-06 22:10:07.339651,1,547269960,46924799,559714965
5640741373,20090,2024-05-10 06:57:20,2024-05-10 06:57:20,0.0,4.34,ON TIME,nan,2025-10-06 22:10:07.339651,1,1169825245,280372118,52620260
6931094066,66225,2023-11-15 22:18:17,2023-11-15 22:14:17,-4.0,3.82,ON TIME,nan,2025-10-06 22:10:07.339651,1,1284612757,489397250,742964476
3417088709,63738,2024-05-30 17:37:44,2024-05-30 17:58:44,21.0,1.29,SIGNIFICANTLY DELAYED,Traffic,2025-10-06 22:10:07.339651,1,1541441036,1841953642,1782315025
