order_id,product_id,quantity,unit_price,ETL_updated_ts,ETL_DATASOURCE_NAME,order_key,product_key,order_product_key
2064484752,937542,3,97.04,2025-10-06 22:10:08.366380,1,1452115423,433256058,351898899
964822979,455755,2,44.09,2025-10-06 22:10:08.366380,1,744880460,1899574707,427408279
6037899648,669378,1,212.14,2025-10-06 22:10:08.366380,1,1113870694,1544977574,613496155
9347571484,112390,2,877.98,2025-10-06 22:10:08.366380,1,2076670570,1777953163,1422056073
3286177534,891833,1,493.19,2025-10-06 22:10:08.366380,1,1701215271,2048002458,1962104357
9073572548,60619,1,726.41,2025-10-06 22:10:08.366380,1,2078950208,1259607174,1136727938
8395583761,561860,3,874.78,2025-10-06 22:10:08.366380,1,870229560,314419203,326561721
6355378227,993331,1,102.44,2025-10-06 22:10:08.366380,1,1041759314,151381207,2056828767
277376321,94225,3,77.11,2025-10-06 22:10:08.366380,1,908455306,249826083,116526522
8559748526,552496,1,508.0,2025-10-06 22:10:08.366380,1,860741154,835527500,1657869427
1458051433,57405,3,607.67,2025-10-06 22:10:08.366380,1,2099787656,770627295,474782649
5838302640,240179,3,90.56,2025-10-06 22:10:08.366380,1,549086748,1566703172,1296466369
1380971977,602241,3,976.55,2025-10-06 22:10:08.366380,1,409572673,1642929732,1710653088
1221099013,131937,1,287.81,2025-10-06 22:10:08.366380,1,841440512,1261682347,1846170940
6771166303,677542,3,212.61,2025-10-06 22:10:08.366380,1,559777029,1050531960,1341943367
7111337755,888807,3,230.58,2025-10-06 22:10:08.366380,1,91536794,1701046484,657592128
5562922993,540618,1,317.05,2025-10-06 22:10:08.366380,1,1619476613,73358530,660256704
5630957897,876139,2,415.75,2025-10-06 22:10:08.366380,1,1361717430,423032908,842846329
1787380558,444361,3,822.63,2025-10-06 22:10:08.366380,1,927999751,2135980605,1687867267
32613017,451812,1,530.85,2025-10-06 22:10:08.366380,1,1323513952,1208840252,102875915
2039041670,287070,1,443.17,2025-10-06 22:10:08.366380,1,218426621,1647839942,109977540
210693801,432617,3,863.18,2025-10-06 22:10:08.366380,1,971065527,1546344002,1917884585
8120002258,131937,1,287.81,2025-10-06 22:10:08.366380,1,2020672300,1261682347,1718554331
2177917034,144124,2,162.67,2025-10-06 22:10:08.366380,1,1686840699,379707586,1563989912
4254814926,324809,1,608.0,2025-10-06 22:10:08.366380,1,739867949,255369313,206378831
6074172790,888807,2,230.58,2025-10-06 22:10:08.366380,1,1875075196,1701046484,639807383
3381573131,684939,1,727.95,2025-10-06 22:10:08.366380,1,523870007,2066068749,706401211
3773745777,734789,1,395.82,2025-10-06 22:10:08.366380,1,1801332252,35227595,1383506664
9251939156,876139,3,415.75,2025-10-06 22:10:08.366380,1,197060774,423032908,1739616968
3872982303,56589,2,517.77,2025-10-06 22:10:08.366380,1,207173993,262577165,34632291
2625987757,890232,1,432.0,2025-10-06 22:10:08.366380,1,230866633,273331923,1826906775
3162249401,432617,1,863.18,2025-10-06 22:10:08.366380,1,1262483432,1546344002,2054339042
3108986741,687218,3,317.82,2025-10-06 22:10:08.366380,1,1504480069,1314693034,88767499
1851474741,970529,3,827.44,2025-10-06 22:10:08.366380,1,1252225411,590705616,886491895
2425099132,604184,2,397.55,2025-10-06 22:10:08.366380,1,795809231,519693845,1636261070
6706793332,615545,2,448.16,2025-10-06 22:10:08.366380,1,1612705369,1651327884,1943269609
2149289255,567671,3,418.48,2025-10-06 22:10:08.366380,1,852195008,871692779,59910946
1971008155,222892,1,869.22,2025-10-06 22:10:08.366380,1,1313209891,687440601,1509757883
2087093460,34186,2,925.65,2025-10-06 22:10:08.366380,1,1460554908,1273095001,1967843353
2116712588,891833,1,493.19,2025-10-06 22:10:08.366380,1,295836942,2048002458,1846515734
6054358790,532965,1,307.23,2025-10-06 22:10:08.366380,1,292203727,301069127,56735531
532660797,962054,2,16.86,2025-10-06 22:10:08.366380,1,988485506,702536214,146336076
1491991005,33955,1,186.08,2025-10-06 22:10:08.366380,1,1948018754,460003601,1944630938
4136019599,644847,3,622.81,2025-10-06 22:10:08.366380,1,586388688,1566934008,257725064
2122832513,954722,1,616.45,2025-10-06 22:10:08.366380,1,433522117,991469298,1293137171
3717703595,500633,3,154.5,2025-10-06 22:10:08.366380,1,1596610256,1149899146,1934992995
3194733693,240179,2,90.56,2025-10-06 22:10:08.366380,1,1335210443,1566703172,175052015
4471162437,820973,1,114.52,2025-10-06 22:10:08.366380,1,242425722,1667049476,1026715305
1609331948,490602,3,549.47,2025-10-06 22:10:08.366380,1,1748062929,769559771,1541199705
6920030794,256783,2,906.54,2025-10-06 22:10:08.366380,1,1946631566,2061736232,706348032
5127172657,913428,2,392.22,2025-10-06 22:10:08.366380,1,1063890084,1926809877,750604096
8607115856,324809,1,608.0,2025-10-06 22:10:08.366380,1,1200623283,255369313,1445624732
7154957395,516376,1,877.43,2025-10-06 22:10:08.366380,1,1989084487,1782984877,1140194097
2070762702,566052,3,87.3,2025-10-06 22:10:08.366380,1,1774269249,56996108,1587311693
3697242439,897083,2,972.69,2025-10-06 22:10:08.366380,1,1204260872,1653724011,1400755391
3063427913,799952,2,922.64,2025-10-06 22:10:08.366380,1,1146757801,668579787,706988040
2060061337,690565,1,951.27,2025-10-06 22:10:08.366380,1,1786789496,1892387761,1008449939
4625892678,317242,1,198.15,2025-10-06 22:10:08.366380,1,1940438524,907771087,2030985188
6045698170,965755,3,532.57,2025-10-06 22:10:08.366380,1,1003505958,2078445887,85560177
7876289647,863930,1,242.57,2025-10-06 22:10:08.366380,1,1372173929,932759592,1999312505
3434084714,264803,2,995.98,2025-10-06 22:10:08.366380,1,1862595636,1636107250,1927839836
9031695663,697683,1,123.74,2025-10-06 22:10:08.366380,1,2043690624,1677500147,938386779
1955989715,679284,1,877.89,2025-10-06 22:10:08.366380,1,2079695260,1768671768,996688382
3459500455,992178,1,632.43,2025-10-06 22:10:08.366380,1,564455934,777024525,586366729
5953376503,300159,1,44.35,2025-10-06 22:10:08.366380,1,1116300478,1415353469,1659668186
121874867,952124,3,127.08,2025-10-06 22:10:08.366380,1,1308198896,1704339285,264235455
2460545397,925482,1,475.04,2025-10-06 22:10:08.366380,1,870996618,277135915,1026613017
9690050839,500633,2,154.5,2025-10-06 22:10:08.366380,1,445197735,1149899146,240300414
2574349065,123983,3,785.67,2025-10-06 22:10:08.366380,1,249667182,2011113320,409154439
2461936988,272170,2,140.8,2025-10-06 22:10:08.366380,1,1600084550,1985571996,1530289077
6447596416,70969,1,631.7,2025-10-06 22:10:08.366380,1,1901334220,1332299549,1627855410
7228452275,757274,2,98.32,2025-10-06 22:10:08.366380,1,249721507,1105999156,725538612
6696750742,14145,2,630.84,2025-10-06 22:10:08.366380,1,2126409574,1136210203,1882943851
822235931,611575,3,482.06,2025-10-06 22:10:08.366380,1,1400894384,14328499,1660522546
7678251499,704868,1,193.46,2025-10-06 22:10:08.366380,1,891124242,168512143,2038420145
2497341976,451933,1,568.94,2025-10-06 22:10:08.366380,1,1515627181,2021970875,1804769106
9107314128,820541,3,576.22,2025-10-06 22:10:08.366380,1,1278108513,950750353,1104080136
9855726256,349294,2,934.75,2025-10-06 22:10:08.366380,1,1354024919,1731020863,1552493221
9398719862,615545,2,448.16,2025-10-06 22:10:08.366380,1,140266816,1651327884,1214189174
379494532,654297,3,13.25,2025-10-06 22:10:08.366380,1,1579545437,493986690,444737850
1048784963,451933,2,568.94,2025-10-06 22:10:08.366380,1,51741180,2021970875,1868668385
4386246924,613942,2,545.0,2025-10-06 22:10:08.366380,1,2094212774,2097313557,1083922549
2050362692,366066,1,918.58,2025-10-06 22:10:08.366380,1,709495610,1671068873,459605950
4142963293,287070,1,443.17,2025-10-06 22:10:08.366380,1,2135614661,1647839942,1675314789
9753528654,137909,1,864.3,2025-10-06 22:10:08.366380,1,69710874,519661349,1441072585
8126970833,700048,3,141.28,2025-10-06 22:10:08.366380,1,2112363392,809445133,2147268234
9747814712,256783,2,906.54,2025-10-06 22:10:08.366380,1,722971734,2061736232,130396953
6281619403,131136,2,37.8,2025-10-06 22:10:08.366380,1,2006827847,830909099,189829625
436184281,15314,3,578.85,2025-10-06 22:10:08.366380,1,1649645423,913541967,1560287162
9799231260,39154,3,946.86,2025-10-06 22:10:08.366380,1,110944958,1327604593,2132055916
4071811527,661577,1,720.95,2025-10-06 22:10:08.366380,1,219763407,1306047591,1421361979
5645359563,723678,3,675.46,2025-10-06 22:10:08.366380,1,1227219654,1302042089,1784258491
9411813703,557908,3,942.37,2025-10-06 22:10:08.366380,1,856564093,1416367254,1229128452
4270217473,336847,2,936.98,2025-10-06 22:10:08.366380,1,1562127806,1213656388,1381559704
279851011,34186,3,925.65,2025-10-06 22:10:08.366380,1,696635599,1273095001,655593417
6260524887,94225,2,77.11,2025-10-06 22:10:08.366380,1,325456272,249826083,262618454
5853998391,257719,2,281.73,2025-10-06 22:10:08.366380,1,2052549729,1100680631,392723051
9931976872,118820,3,12.32,2025-10-06 22:10:08.366380,1,1772559547,777645869,2061278874
8432209832,336847,1,936.98,2025-10-06 22:10:08.366380,1,290911982,1213656388,1272144930
6023721507,327290,1,862.28,2025-10-06 22:10:08.366380,1,2097019822,2127111214,1739969258
3042338919,679284,3,877.89,2025-10-06 22:10:08.366380,1,811147221,1768671768,819626484
233646065,803607,1,949.73,2025-10-06 22:10:08.366380,1,1312806698,1562408934,1560713914
9870610018,615545,2,448.16,2025-10-06 22:10:08.366380,1,1609188317,1651327884,364742778
1398230967,951463,3,787.4,2025-10-06 22:10:08.366380,1,172157568,170729287,1900715872
8615488922,566052,3,87.3,2025-10-06 22:10:08.366380,1,308798738,56996108,1417763083
2748841057,552496,2,508.0,2025-10-06 22:10:08.366380,1,2139939713,835527500,913968696
1375867721,500633,3,154.5,2025-10-06 22:10:08.366380,1,1058549898,1149899146,1296694019
8595141097,274207,1,328.51,2025-10-06 22:10:08.366380,1,645647668,2095648851,1656136442
4673382071,256783,1,906.54,2025-10-06 22:10:08.366380,1,1433274592,2061736232,1893965340
2948696008,131937,2,287.81,2025-10-06 22:10:08.366380,1,2141716409,1261682347,1237717354
6839692624,67197,2,552.2,2025-10-06 22:10:08.366380,1,722423094,1369965279,152912524
5770951298,329351,3,310.87,2025-10-06 22:10:08.366380,1,371793009,423999419,1045721210
5084771819,154179,2,582.87,2025-10-06 22:10:08.366380,1,61309377,2098987007,62377865
422403644,317242,1,198.15,2025-10-06 22:10:08.366380,1,1994186411,907771087,95551525
7176758896,492958,2,84.2,2025-10-06 22:10:08.366380,1,11340520,2093511184,1853709112
8252905093,647462,3,326.42,2025-10-06 22:10:08.366380,1,911249621,1717547705,1534524559
1488561572,585299,1,799.46,2025-10-06 22:10:08.366380,1,743931175,949815871,2095955535
6212984517,853932,1,941.19,2025-10-06 22:10:08.366380,1,1834963325,593620396,692864495
6309784337,120532,1,697.53,2025-10-06 22:10:08.366380,1,1752044480,1562501251,856885493
4613890018,490602,1,549.47,2025-10-06 22:10:08.366380,1,1289201264,769559771,1198720935
3429728472,851978,1,715.72,2025-10-06 22:10:08.366380,1,156586161,940633450,1569288739
267738904,606256,2,369.28,2025-10-06 22:10:08.366380,1,980015465,457834622,1159490913
3850416839,697683,3,123.74,2025-10-06 22:10:08.366380,1,1503328219,1677500147,1558512876
3412702479,444361,3,822.63,2025-10-06 22:10:08.366380,1,1087314312,2135980605,811307183
2016183232,14145,3,630.84,2025-10-06 22:10:08.366380,1,549814643,1136210203,1894548791
3810280204,880510,3,951.43,2025-10-06 22:10:08.366380,1,1822293425,1892824527,902861559
2416767295,284460,1,505.95,2025-10-06 22:10:08.366380,1,261191273,1083135401,1939013856
2283439407,376447,1,724.84,2025-10-06 22:10:08.366380,1,1060164646,1127102493,305377388
4328802292,378676,2,881.42,2025-10-06 22:10:08.366380,1,589545385,1669795077,1567630177
7072715691,863930,2,242.57,2025-10-06 22:10:08.366380,1,547269960,932759592,24588358
5640741373,89084,2,598.83,2025-10-06 22:10:08.366380,1,1169825245,898437619,1638275995
6931094066,461804,3,310.69,2025-10-06 22:10:08.366380,1,1284612757,283755580,247179179
3417088709,366066,3,918.58,2025-10-06 22:10:08.366380,1,1541441036,1671068873,838983832
4424404315,313754,2,136.6,2025-10-06 22:10:08.366380,1,1326669474,1873393598,1278452258
2444087306,366066,1,918.58,2025-10-06 22:10:08.366380,1,2134092994,1671068873,738193907
486085268,354409,3,325.08,2025-10-06 22:10:08.366380,1,2064719526,912571795,1274930412
1731312620,589812,1,163.03,2025-10-06 22:10:08.366380,1,569101920,227283775,1897246491
6475582506,140489,2,650.2,2025-10-06 22:10:08.366380,1,330177386,1893418629,818765139
1868581378,552883,3,888.16,2025-10-06 22:10:08.366380,1,136494262,80327627,1113102334
8884235937,859361,2,432.39,2025-10-06 22:10:08.366380,1,1326728477,1280507817,1034647361
4590662628,131937,2,287.81,2025-10-06 22:10:08.366380,1,387412833,1261682347,408856870
992302540,993331,2,102.44,2025-10-06 22:10:08.366380,1,872420048,151381207,91985676
7169974633,153019,2,947.95,2025-10-06 22:10:08.366380,1,1308086349,497066718,1832349280
6703651257,954722,1,616.45,2025-10-06 22:10:08.366380,1,136467009,991469298,403292581
7180810221,659290,3,319.34,2025-10-06 22:10:08.366380,1,1970313422,1196372733,1460978829
7875587578,832348,1,831.43,2025-10-06 22:10:08.366380,1,1608706014,1150628393,2078822561
2578671497,118820,2,12.32,2025-10-06 22:10:08.366380,1,1138226000,777645869,312044386
6284350691,112390,2,877.98,2025-10-06 22:10:08.366380,1,1894861347,1777953163,98337207
5383261788,557908,2,942.37,2025-10-06 22:10:08.366380,1,254815029,1416367254,1944010818
6590867973,712307,2,264.89,2025-10-06 22:10:08.366380,1,422858574,992342221,608359250
8787105023,398340,1,651.93,2025-10-06 22:10:08.366380,1,78520604,130949049,1053864598
1402916311,516376,2,877.43,2025-10-06 22:10:08.366380,1,18311096,1782984877,619864864
9715205272,440875,2,275.03,2025-10-06 22:10:08.366380,1,1273492580,245291136,1438590489
3946852375,894539,3,445.48,2025-10-06 22:10:08.366380,1,1230667267,1121923977,1238443827
3367039425,385113,1,816.38,2025-10-06 22:10:08.366380,1,1718793495,428047797,465340996
687711388,542300,3,255.35,2025-10-06 22:10:08.366380,1,166968790,642032292,1578904685
647012431,18035,2,968.94,2025-10-06 22:10:08.366380,1,1400081000,1926219,1515834071
7143278295,647462,1,326.42,2025-10-06 22:10:08.366380,1,940413593,1717547705,986623179
9736844695,564692,1,215.65,2025-10-06 22:10:08.366380,1,1273281170,171152667,975812989
5933289680,747801,2,277.76,2025-10-06 22:10:08.366380,1,921518,997364420,1478207403
9494303116,336847,3,936.98,2025-10-06 22:10:08.366380,1,244230077,1213656388,1489394394
9337878102,654623,3,422.14,2025-10-06 22:10:08.366380,1,829650653,1591468152,1513193499
6872621077,228286,2,179.08,2025-10-06 22:10:08.366380,1,769409961,2123717842,381228229
7330237253,677169,1,261.03,2025-10-06 22:10:08.366380,1,836756568,1618005433,1334749141
7942616242,970529,3,827.44,2025-10-06 22:10:08.366380,1,1750958365,590705616,1140311382
238520071,537274,2,702.71,2025-10-06 22:10:08.366380,1,500503496,1610734118,1896052126
5812379362,833557,1,422.87,2025-10-06 22:10:08.366380,1,1136806504,1245931918,107948803
2616623847,853932,3,941.19,2025-10-06 22:10:08.366380,1,159728915,593620396,836982464
2040854480,684939,1,727.95,2025-10-06 22:10:08.366380,1,1132544605,2066068749,1173296253
5456484560,324809,1,608.0,2025-10-06 22:10:08.366380,1,330178721,255369313,2073276356
883309006,131748,1,81.35,2025-10-06 22:10:08.366380,1,1507768967,1024605301,2087145665
6528341992,336847,2,936.98,2025-10-06 22:10:08.366380,1,947211228,1213656388,965749607
3263203775,563740,1,96.33,2025-10-06 22:10:08.366380,1,969385668,1502080094,2030665492
3660010934,613942,3,545.0,2025-10-06 22:10:08.366380,1,950349181,2097313557,1541419668
7944885043,760828,1,563.45,2025-10-06 22:10:08.366380,1,1090404747,1249739333,1823781282
2506369831,144124,2,162.67,2025-10-06 22:10:08.366380,1,1429651134,379707586,438040352
697061213,398340,2,651.93,2025-10-06 22:10:08.366380,1,1121878198,130949049,407721196
7079057004,714999,2,882.51,2025-10-06 22:10:08.366380,1,1665211145,7850779,584479093
1556153632,739448,3,755.66,2025-10-06 22:10:08.366380,1,558866074,1222679220,1503124066
2161235338,704868,3,193.46,2025-10-06 22:10:08.366380,1,678136960,168512143,1275406769
1247978468,712003,1,671.68,2025-10-06 22:10:08.366380,1,760945699,605361557,1503571978
5437627061,679865,1,347.91,2025-10-06 22:10:08.366380,1,29036960,1981302669,2094564910
9091960039,689769,1,46.62,2025-10-06 22:10:08.366380,1,2142449641,920943969,1195414153
619198317,194682,1,912.29,2025-10-06 22:10:08.366380,1,479912611,673039313,687183984
9833179291,272170,2,140.8,2025-10-06 22:10:08.366380,1,1886375999,1985571996,2032078571
4148760273,51036,2,931.61,2025-10-06 22:10:08.366380,1,152296053,781095989,275551489
7206041763,124290,3,39.65,2025-10-06 22:10:08.366380,1,1340393106,183811791,1553404554
690097648,291238,2,746.03,2025-10-06 22:10:08.366380,1,225047508,438906943,675025564
4197061567,621677,3,317.8,2025-10-06 22:10:08.366380,1,1590298938,180408731,1436617495
2009394836,237083,3,577.13,2025-10-06 22:10:08.366380,1,806680226,2076240830,1345159965
277502363,667163,1,441.2,2025-10-06 22:10:08.366380,1,1376767899,1152496784,767530595
4356959622,91670,2,439.24,2025-10-06 22:10:08.366380,1,1859411239,1550787547,1470106385
174306009,832348,1,831.43,2025-10-06 22:10:08.366380,1,409462019,1150628393,317338028
9582674091,433521,2,321.33,2025-10-06 22:10:08.366380,1,1625586865,582652347,1974915774
8675579025,317242,1,198.15,2025-10-06 22:10:08.366380,1,730937501,907771087,653535288
5195999941,34186,3,925.65,2025-10-06 22:10:08.366380,1,601620089,1273095001,1081664454
5210007923,492958,1,84.2,2025-10-06 22:10:08.366380,1,744816962,2093511184,667610712
6595771960,949818,3,483.05,2025-10-06 22:10:08.366380,1,974263498,401832236,426922190
4247338382,354409,1,325.08,2025-10-06 22:10:08.366380,1,594490408,912571795,1140991536
819143326,891833,2,493.19,2025-10-06 22:10:08.366380,1,886093577,2048002458,1866398858
3830844750,487065,3,374.68,2025-10-06 22:10:08.366380,1,296730884,1820956768,79312175
1687314172,378287,2,332.84,2025-10-06 22:10:08.366380,1,2002997628,210776433,1550716856
6756007265,820973,1,114.52,2025-10-06 22:10:08.366380,1,106440672,1667049476,884796987
489762747,349294,2,934.75,2025-10-06 22:10:08.366380,1,1717444133,1731020863,853127069
7509195875,704868,1,193.46,2025-10-06 22:10:08.366380,1,728834996,168512143,1967767258
2370917070,500739,1,359.98,2025-10-06 22:10:08.366380,1,174994756,2088914548,1294902772
2055388266,107548,1,891.6,2025-10-06 22:10:08.366380,1,2049146543,1150580600,1916246011
8969304162,9436,2,88.43,2025-10-06 22:10:08.366380,1,684728963,1149935421,233394777
5412674107,644847,2,622.81,2025-10-06 22:10:08.366380,1,1609619622,1566934008,1934980937
1536516619,313754,3,136.6,2025-10-06 22:10:08.366380,1,1697456412,1873393598,1028827402
3858907413,51036,1,931.61,2025-10-06 22:10:08.366380,1,644838950,781095989,1341594591
4976389251,4452,1,169.88,2025-10-06 22:10:08.366380,1,610651107,1669846499,1416735932
2218319201,378287,1,332.84,2025-10-06 22:10:08.366380,1,1824322593,210776433,1550548008
6729422433,552496,2,508.0,2025-10-06 22:10:08.366380,1,1364383187,835527500,204420826
1354097448,15314,2,578.85,2025-10-06 22:10:08.366380,1,845455364,913541967,2028288212
8952275304,757274,3,98.32,2025-10-06 22:10:08.366380,1,490793555,1105999156,1454865886
436603801,557908,2,942.37,2025-10-06 22:10:08.366380,1,2137878663,1416367254,64926177
5273875984,859361,1,432.39,2025-10-06 22:10:08.366380,1,627650350,1280507817,790894190
9290203003,714999,1,882.51,2025-10-06 22:10:08.366380,1,173794031,7850779,1539877179
6240982373,70969,3,631.7,2025-10-06 22:10:08.366380,1,1661540674,1332299549,1243161298
2718348206,243235,2,109.03,2025-10-06 22:10:08.366380,1,1462947934,845513255,712814711
4903544026,470449,3,827.77,2025-10-06 22:10:08.366380,1,1359923618,2032155310,224723708
2827266949,937542,3,97.04,2025-10-06 22:10:08.366380,1,1806727232,433256058,1328448626
4278423074,880510,2,951.43,2025-10-06 22:10:08.366380,1,627318579,1892824527,304926345
645916247,812607,1,416.65,2025-10-06 22:10:08.366380,1,1354422972,1380872453,696861415
5816647866,432617,2,863.18,2025-10-06 22:10:08.366380,1,1479215564,1546344002,160068852
7282397914,600767,1,722.42,2025-10-06 22:10:08.366380,1,1694788981,358333658,36810161
3260611473,712307,1,264.89,2025-10-06 22:10:08.366380,1,1503480933,992342221,2095627109
8638163868,832348,1,831.43,2025-10-06 22:10:08.366380,1,750472684,1150628393,98253849
177850987,237083,2,577.13,2025-10-06 22:10:08.366380,1,1232705707,2076240830,1839903858
9653859166,272170,1,140.8,2025-10-06 22:10:08.366380,1,888429041,1985571996,296669140
9991338690,26060,1,342.94,2025-10-06 22:10:08.366380,1,183103113,1587775638,1805780603
1714593246,613942,3,545.0,2025-10-06 22:10:08.366380,1,1322337396,2097313557,1066443578
9742461226,478531,3,825.46,2025-10-06 22:10:08.366380,1,804807804,901900830,559745076
3314393477,901144,3,340.36,2025-10-06 22:10:08.366380,1,129703164,1352129620,1868274901
4188317986,951463,1,787.4,2025-10-06 22:10:08.366380,1,1280099993,170729287,441433478
1646665366,654297,3,13.25,2025-10-06 22:10:08.366380,1,1173421348,493986690,650481617
9558804585,953175,2,225.21,2025-10-06 22:10:08.366380,1,1573569949,667939899,66990184
9047652469,319388,3,657.8,2025-10-06 22:10:08.366380,1,1975772101,936740962,1643193138
2893800377,187399,1,53.49,2025-10-06 22:10:08.366380,1,384989002,1064147607,2101970622
6139157985,753354,3,423.56,2025-10-06 22:10:08.366380,1,1015469794,735880283,1204315386
6029394789,803607,1,949.73,2025-10-06 22:10:08.366380,1,1060487507,1562408934,1100404237
5874940276,91670,1,439.24,2025-10-06 22:10:08.366380,1,1287049366,1550787547,270963285
5205211911,561860,2,874.78,2025-10-06 22:10:08.366380,1,157998108,314419203,1704493874
5314758068,552883,3,888.16,2025-10-06 22:10:08.366380,1,607413718,80327627,1655969677
484869710,15314,2,578.85,2025-10-06 22:10:08.366380,1,1261302034,913541967,154707091
9957728938,455755,2,44.09,2025-10-06 22:10:08.366380,1,1147447050,1899574707,624750541
3136056666,555121,1,354.91,2025-10-06 22:10:08.366380,1,68968548,1133999892,1279722198
4926104391,642612,2,517.03,2025-10-06 22:10:08.366380,1,1438872621,1800915091,76027844
1827844756,681063,1,321.28,2025-10-06 22:10:08.366380,1,1171592119,750324095,1265738646
7032037874,491314,3,973.44,2025-10-06 22:10:08.366380,1,115082934,1772886192,539024270
3779230503,82484,3,914.88,2025-10-06 22:10:08.366380,1,1078312725,579513425,1665545540
3473012553,951463,2,787.4,2025-10-06 22:10:08.366380,1,691152204,170729287,1082377314
7988504487,91670,3,439.24,2025-10-06 22:10:08.366380,1,1849432232,1550787547,540840333
7193792738,500633,3,154.5,2025-10-06 22:10:08.366380,1,1501886897,1149899146,2078486242
1533583386,240179,1,90.56,2025-10-06 22:10:08.366380,1,56194258,1566703172,1996954034
7750989397,300159,1,44.35,2025-10-06 22:10:08.366380,1,197484221,1415353469,788282302
4434816229,537274,1,702.71,2025-10-06 22:10:08.366380,1,945300752,1610734118,1281638114
6896732047,187399,3,53.49,2025-10-06 22:10:08.366380,1,1535703669,1064147607,1383353967
4740837071,833557,3,422.87,2025-10-06 22:10:08.366380,1,1754351340,1245931918,1753415724
6649631729,863930,3,242.57,2025-10-06 22:10:08.366380,1,360069537,932759592,324854926
5351526726,962054,2,16.86,2025-10-06 22:10:08.366380,1,91154781,702536214,279701286
1506082041,880510,1,951.43,2025-10-06 22:10:08.366380,1,1108434985,1892824527,1856138330
1023260165,470449,1,827.77,2025-10-06 22:10:08.366380,1,240880875,2032155310,389487698
8257032403,859361,1,432.39,2025-10-06 22:10:08.366380,1,253889568,1280507817,598819279
7216524192,15314,2,578.85,2025-10-06 22:10:08.366380,1,357766720,913541967,330574987
8619795820,449106,2,48.55,2025-10-06 22:10:08.366380,1,606945770,347199780,750750694
6494708839,140154,2,171.2,2025-10-06 22:10:08.366380,1,1883323869,1806801571,1151819609
9859249765,600767,3,722.42,2025-10-06 22:10:08.366380,1,1808220595,358333658,325478386
3528020011,592784,2,280.35,2025-10-06 22:10:08.366380,1,696816451,1562413714,680962067
5937934264,462526,3,449.97,2025-10-06 22:10:08.366380,1,2032323570,1589916932,2020593601
2976477423,585299,2,799.46,2025-10-06 22:10:08.366380,1,1404547325,949815871,914164637
1002438039,709916,3,33.76,2025-10-06 22:10:08.366380,1,87721102,2133218441,1007330126
2571163022,487931,3,709.08,2025-10-06 22:10:08.366380,1,1839791158,467520116,448739290
6850221497,812607,3,416.65,2025-10-06 22:10:08.366380,1,2010298908,1380872453,1707094640
4706569127,15314,1,578.85,2025-10-06 22:10:08.366380,1,1900961307,913541967,2111291741
8168261752,349294,2,934.75,2025-10-06 22:10:08.366380,1,1850432306,1731020863,1835013755
5828325906,15314,2,578.85,2025-10-06 22:10:08.366380,1,1302941911,913541967,2108573871
